native_index,energy_eV,doppler_x,support,Aup_s_inv,Adn_s_inv,Gamma_s_inv,Tvr_2s_s_inv,Tvr_2p_s_inv,Trv_2s_s_inv,Trv_2p_s_inv
30,8.92055730000000047e+00,-5.33711395093766623e+03,NATIVE_LEFT_EXTERIOR,0.00000000000000000e+00,0.00000000000000000e+00,5.42431467942821439e-04,-7.47422840438090041e-02,-3.15562661967083659e-04,-5.35646947819141072e-04,-6.78452012368035238e-06
31,8.97495040000000088e+00,-5.10998839815708743e+03,NATIVE_LEFT_EXTERIOR,0.00000000000000000e+00,0.00000000000000000e+00,6.43886190207328167e-04,-7.18267876057116089e-02,-3.29791158787414601e-04,-6.35137529073311123e-04,-8.74866113401706308e-06
32,9.02839170000000024e+00,-4.88683721163136124e+03,NATIVE_LEFT_EXTERIOR,0.00000000000000000e+00,0.00000000000000000e+00,7.61062398068004082e-04,-6.89742298451354596e-02,-3.45625825430768507e-04,-7.49790922886405279e-04,-1.12714751815987871e-05
33,9.08090819999999965e+00,-4.66754764930450256e+03,NATIVE_LEFT_EXTERIOR,0.00000000000000000e+00,0.00000000000000000e+00,8.95830284703654552e-04,-6.61848746121100479e-02,-3.63297641808603606e-04,-8.81317278930190636e-04,-1.45130057734639516e-05
34,9.13255449999999946e+00,-4.45189172168553159e+03,NATIVE_LEFT_EXTERIOR,0.00000000000000000e+00,0.00000000000000000e+00,1.05032038551243945e-03,-6.34590334181788229e-02,-3.83083163730750520e-04,-1.03163732949728033e-03,-1.86830560151590136e-05
35,9.18330330000000039e+00,-4.23998342351993506e+03,NATIVE_LEFT_EXTERIOR,0.00000000000000000e+00,0.00000000000000000e+00,1.22650724833042800e-03,-6.07970088441287596e-02,-4.05315304805645735e-04,-1.20245797534517928e-03,-2.40492729852487109e-05
36,9.23318180000000055e+00,-4.03170917762539966e+03,NATIVE_LEFT_EXTERIOR,0.00000000000000000e+00,0.00000000000000000e+00,1.42668712439217955e-03,-5.81992573583568068e-02,-4.30398345016047275e-04,-1.39572196515283737e-03,-3.09651592393422450e-05
37,9.28221729999999923e+00,-3.82695498925644006e+03,NATIVE_LEFT_EXTERIOR,0.00000000000000000e+00,0.00000000000000000e+00,1.65333841305626960e-03,-5.56663456826321512e-02,-4.58826378236160885e-04,-1.61344232033170027e-03,-3.98960927245693885e-05
38,9.33043679999999931e+00,-3.62560811635706432e+03,NATIVE_LEFT_EXTERIOR,0.00000000000000000e+00,0.00000000000000000e+00,1.90914958077408135e-03,-5.31989023850667209e-02,-4.91209236123783658e-04,-1.85769091008797932e-03,-5.14586706861020680e-05
39,9.37786760000000008e+00,-3.42755456418178528e+03,NATIVE_LEFT_EXTERIOR,0.00000000000000000e+00,0.00000000000000000e+00,2.19707521848795185e-03,-5.07977357163658313e-02,-5.28305786732312724e-04,-2.13059934430207465e-03,-6.64758741858771185e-05
40,9.40710389999999919e+00,-3.30547454302545202e+03,NATIVE_LEFT_EXTERIOR,0.00000000000000000e+00,0.00000000000000000e+00,5.98638922321098913e-04,-1.23325259073447831e-02,-1.38572821335637090e-04,-5.79117390882516003e-04,-1.95215314385829239e-05
41,9.41871689999999973e+00,-3.25698293205933760e+03,NATIVE_LEFT_EXTERIOR,0.00000000000000000e+00,0.00000000000000000e+00,6.19404924638900325e-04,-1.21876845861169734e-02,-1.41342192286832266e-04,-5.98579507176424898e-04,-2.08254174624753970e-05
42,9.43027539999999931e+00,-3.20871889302103637e+03,NATIVE_LEFT_EXTERIOR,0.00000000000000000e+00,0.00000000000000000e+00,6.40750243885632436e-04,-1.20438733306610975e-02,-1.44216091076804670e-04,-6.18530951089904914e-04,-2.22192927957275287e-05
43,9.44177960000000027e+00,-3.16068159078419922e+03,NATIVE_LEFT_EXTERIOR,0.00000000000000000e+00,0.00000000000000000e+00,6.62687842238007005e-04,-1.19011024948207124e-02,-1.47199796608181693e-04,-6.38978078402545205e-04,-2.37097638354617962e-05
44,9.45325650000000017e+00,-3.11275828329285605e+03,NATIVE_LEFT_EXTERIOR,0.00000000000000000e+00,0.00000000000000000e+00,6.85305519500353528e-04,-1.17594431005127783e-02,-1.50299068050962548e-04,-6.59998907643255658e-04,-2.53066118570978258e-05
45,9.46467909999999968e+00,-3.06506171260298333e+03,NATIVE_LEFT_EXTERIOR,0.00000000000000000e+00,0.00000000000000000e+00,7.08545763448126427e-04,-1.16188262227916225e-02,-1.53519917767692916e-04,-6.81530510962328074e-04,-2.70152524857984004e-05
46,9.47604720000000000e+00,-3.01759271384091699e+03,NATIVE_LEFT_EXTERIOR,0.00000000000000000e+00,0.00000000000000000e+00,7.32421344923855130e-04,-1.14792532798716519e-02,-1.56868826442637500e-04,-7.03577305122142982e-04,-2.88440398017121041e-05
47,9.48736099999999993e+00,-2.97035045188032154e+03,NATIVE_LEFT_EXTERIOR,0.00000000000000000e+00,0.00000000000000000e+00,7.56946269333264553e-04,-1.13407212006127259e-02,-1.60352678378661566e-04,-7.26144215110509340e-04,-3.08020542227552675e-05
48,9.49864759999999997e+00,-2.92322176710204531e+03,NATIVE_LEFT_EXTERIOR,0.00000000000000000e+00,0.00000000000000000e+00,7.82221774055765059e-04,-1.12033079574906397e-02,-1.63978880025447243e-04,-7.49319208563154404e-04,-3.29025654926106418e-05
49,9.50987980000000022e+00,-2.87632023668840702e+03,NATIVE_LEFT_EXTERIOR,0.00000000000000000e+00,0.00000000000000000e+00,8.08181762463529860e-04,-1.10669467802832263e-02,-1.67755379911385346e-04,-7.73028518645960095e-04,-3.51532438175698058e-05
50,9.52105760000000068e+00,-2.82964586063940760e+03,NATIVE_LEFT_EXTERIOR,0.00000000000000000e+00,0.00000000000000000e+00,8.34840905269106093e-04,-1.09316257631142093e-02,-1.71690554147256109e-04,-7.97275232222544972e-04,-3.75656730465611687e-05
51,9.53220819999999947e+00,-2.78308506177273466e+03,NATIVE_LEFT_EXTERIOR,0.00000000000000000e+00,0.00000000000000000e+00,8.62313495580641597e-04,-1.07974437491865603e-02,-1.75793611386610950e-04,-8.22156793173493133e-04,-4.01567024071484497e-05
52,9.54330440000000024e+00,-2.73675141727069285e+03,NATIVE_LEFT_EXTERIOR,0.00000000000000000e+00,0.00000000000000000e+00,8.90525291602380456e-04,-1.06643077610214278e-02,-1.80074197229308037e-04,-8.47588919809094806e-04,-4.29363717932856084e-05
53,9.55434619999999946e+00,-2.69064492713329719e+03,NATIVE_LEFT_EXTERIOR,0.00000000000000000e+00,0.00000000000000000e+00,9.19493909454983287e-04,-1.05322121312284526e-02,-1.84542869798435692e-04,-8.73574240721732703e-04,-4.59196687332506177e-05
54,9.56536080000000055e+00,-2.64465201417821299e+03,NATIVE_LEFT_EXTERIOR,0.00000000000000000e+00,0.00000000000000000e+00,9.49347308313182618e-04,-1.04012635711350394e-02,-1.89210829510308356e-04,-9.00219267335615188e-04,-4.91280409775674099e-05
55,9.57632100000000008e+00,-2.59888625558777449e+03,NATIVE_LEFT_EXTERIOR,0.00000000000000000e+00,0.00000000000000000e+00,9.80004542265067516e-04,-1.02713634850138541e-02,-1.94090288847938196e-04,-9.27429701842176295e-04,-5.25748404228912545e-05
56,9.58722679999999983e+00,-2.55334765136197484e+03,NATIVE_LEFT_EXTERIOR,0.00000000000000000e+00,0.00000000000000000e+00,1.01148668992696931e-03,-1.01425052808969268e-02,-1.99194331520842873e-04,-9.55207148304594643e-04,-5.62795416223746232e-05
57,9.59810550000000084e+00,-2.50792220675531871e+03,NATIVE_LEFT_EXTERIOR,0.00000000000000000e+00,0.00000000000000000e+00,1.04393792390148959e-03,-1.00148014038865339e-02,-2.04537074816508725e-04,-9.83668149840715832e-04,-6.02697740607737931e-05
58,9.60892969999999913e+00,-2.46272433407648396e+03,NATIVE_LEFT_EXTERIOR,0.00000000000000000e+00,0.00000000000000000e+00,1.07726942310042715e-03,-9.88814103189589004e-03,-2.10133828612851472e-04,-1.01270608233092825e-03,-6.45633407694988802e-05
59,9.61969949999999940e+00,-2.41775361576228033e+03,NATIVE_LEFT_EXTERIOR,0.00000000000000000e+00,0.00000000000000000e+00,1.11150800962874158e-03,-9.76252129869212108e-03,-2.16001083510632824e-04,-1.04232217755793086e-03,-6.91858320708106992e-05
60,9.63044219999999918e+00,-2.37289605706722796e+03,NATIVE_LEFT_EXTERIOR,0.00000000000000000e+00,0.00000000000000000e+00,1.14681660371781244e-03,-9.63806095381833199e-03,-2.22156783703713489e-04,-1.07264348104756904e-03,-7.41731226702432899e-05
61,9.64113039999999977e+00,-2.32826607029998195e+03,NATIVE_LEFT_EXTERIOR,0.00000000000000000e+00,0.00000000000000000e+00,1.18309981447443967e-03,-9.51463655025584255e-03,-2.28620369073597926e-04,-1.10355054384513908e-03,-7.95492706293004977e-05
62,9.65179149999999986e+00,-2.28374924315188719e+03,NATIVE_LEFT_EXTERIOR,0.00000000000000000e+00,0.00000000000000000e+00,1.22053666527837247e-03,-9.39237981077264451e-03,-2.35413007567240824e-04,-1.13517938663740270e-03,-8.53572786409698109e-05
63,9.66239820000000016e+00,-2.23945957036843083e+03,NATIVE_LEFT_EXTERIOR,0.00000000000000000e+00,0.00000000000000000e+00,1.25902873314974679e-03,-9.27115865715700919e-03,-2.42557601528754747e-04,-1.16740192927660335e-03,-9.16268038731434865e-05
64,9.67297759999999940e+00,-2.19528389233046937e+03,NATIVE_LEFT_EXTERIOR,0.00000000000000000e+00,0.00000000000000000e+00,1.29877087638929261e-03,-9.15111206841734415e-03,-2.50079310723275291e-04,-1.20036134873832451e-03,-9.84095276509680159e-05
65,9.68350270000000002e+00,-2.15133495109397063e+03,NATIVE_LEFT_EXTERIOR,0.00000000000000000e+00,0.00000000000000000e+00,1.33966360395391623e-03,-9.03209951364441349e-03,-2.58005350814258293e-04,-1.23392131208049688e-03,-1.05742291873419251e-04
66,9.69397340000000085e+00,-2.10761316422211075e+03,NATIVE_LEFT_EXTERIOR,0.00000000000000000e+00,0.00000000000000000e+00,1.38175325845277860e-03,-8.91410453602847590e-03,-2.66365697786582166e-04,-1.26807755658849865e-03,-1.13675701864279977e-04
67,9.70441690000000001e+00,-2.06400495453257690e+03,NATIVE_LEFT_EXTERIOR,0.00000000000000000e+00,0.00000000000000000e+00,1.42526746362645756e-03,-8.79728989902092001e-03,-2.75193052019978243e-04,-1.30298884764974590e-03,-1.22278615976711719e-04
68,9.71480589999999999e+00,-2.02062431677084987e+03,NATIVE_LEFT_EXTERIOR,0.00000000000000000e+00,0.00000000000000000e+00,1.47010239158599002e-03,-8.68149229651007937e-03,-2.84523341758170280e-04,-1.33850017513531495e-03,-1.31602216450675124e-04
69,9.72516779999999947e+00,-1.97735683862827409e+03,NATIVE_LEFT_EXTERIOR,0.00000000000000000e+00,0.00000000000000000e+00,1.51651112999088384e-03,-8.56687662049030081e-03,-2.94395963683534315e-04,-1.37478042910352846e-03,-1.41730700887355329e-04
70,9.73547529999999917e+00,-1.93431651485033672e+03,NATIVE_LEFT_EXTERIOR,0.00000000000000000e+00,0.00000000000000000e+00,1.56439120815999927e-03,-8.45326758411503627e-03,-3.04854403855913465e-04,-1.41166271864217956e-03,-1.52728489517819812e-04
71,9.74575560000000074e+00,-1.89138976825471104e+03,NATIVE_LEFT_EXTERIOR,0.00000000000000000e+00,0.00000000000000000e+00,1.61402548263678909e-03,-8.34084471407827051e-03,-3.15946501775192740e-04,-1.44932647049365502e-03,-1.64699012143134022e-04
72,9.75598160000000014e+00,-1.84868975846056378e+03,NATIVE_LEFT_EXTERIOR,0.00000000000000000e+00,0.00000000000000000e+00,1.66531736731319693e-03,-8.22942153333637572e-03,-3.27725172306926387e-04,-1.48759340364547073e-03,-1.77723963667726122e-04
73,9.76618030000000026e+00,-1.80610374341190322e+03,NATIVE_LEFT_EXTERIOR,0.00000000000000000e+00,0.00000000000000000e+00,1.71858391182763887e-03,-8.11918258663488213e-03,-3.40249125852111055e-04,-1.52665246071352753e-03,-1.91931451114111265e-04
74,9.77632460000000059e+00,-1.76374488272788130e+03,NATIVE_LEFT_EXTERIOR,0.00000000000000000e+00,0.00000000000000000e+00,1.77373817279509612e-03,-8.00993280116645175e-03,-3.53583336580241250e-04,-1.56631246700286372e-03,-2.07425705792232425e-04
75,9.78644169999999924e+00,-1.72149959922618586e+03,NATIVE_LEFT_EXTERIOR,0.00000000000000000e+00,0.00000000000000000e+00,1.83114351316844082e-03,-7.90187126119769497e-03,-3.67800232246174111e-04,-1.60677660479565613e-03,-2.24366908372784747e-04
76,9.79650439999999989e+00,-1.67948147008912133e+03,NATIVE_LEFT_EXTERIOR,0.00000000000000000e+00,0.00000000000000000e+00,1.89072727975750257e-03,-7.79478686208151701e-03,-3.82980520397553333e-04,-1.64783806736358758e-03,-2.42889212393915022e-04
77,9.80654000000000003e+00,-1.63757650057120850e+03,NATIVE_LEFT_EXTERIOR,0.00000000000000000e+00,0.00000000000000000e+00,1.95290818803248146e-03,-7.68888813018845946e-03,-3.99214389010509247e-04,-1.68971357710833965e-03,-2.63194610924141748e-04
78,9.81652109999999922e+00,-1.59589910298110931e+03,NATIVE_LEFT_EXTERIOR,0.00000000000000000e+00,0.00000000000000000e+00,2.01763678736605707e-03,-7.58395151556940598e-03,-4.16602991472208716e-04,-1.73217958408079841e-03,-2.85457203285258555e-04
79,9.82647509999999968e+00,-1.55433486501015409e+03,NATIVE_LEFT_EXTERIOR,0.00000000000000000e+00,0.00000000000000000e+00,2.08540159250727043e-03,-7.48019584358548036e-03,-4.35259896454506670e-04,-1.77546730764040401e-03,-3.09934284866866360e-04
80,9.83640180000000086e+00,-1.51288462178468581e+03,NATIVE_LEFT_EXTERIOR,0.00000000000000000e+00,0.00000000000000000e+00,2.15648017249598810e-03,-7.37763901204130639e-03,-4.55313223590430455e-04,-1.81959044762460952e-03,-3.36889724871378734e-04
81,9.84627419999999987e+00,-1.47166111536069570e+03,NATIVE_LEFT_EXTERIOR,0.00000000000000000e+00,0.00000000000000000e+00,2.23088695554446914e-03,-7.27602358361609334e-03,-4.76907602400224531e-04,-1.86429986269536527e-03,-3.66587092849104035e-04
82,9.85611929999999958e+00,-1.43055160368219231e+03,NATIVE_LEFT_EXTERIOR,0.00000000000000000e+00,0.00000000000000000e+00,2.30925563272615843e-03,-7.17560134963974618e-03,-5.00207360859081457e-04,-1.90985144219815088e-03,-3.99404190528007772e-04
83,9.86591010000000068e+00,-1.38966882880515254e+03,NATIVE_LEFT_EXTERIOR,0.00000000000000000e+00,0.00000000000000000e+00,2.39166795458908626e-03,-7.07609412017774688e-03,-5.25398835418623656e-04,-1.95597539213279150e-03,-4.35692562456294812e-04
84,9.87567370000000011e+00,-1.34889963111043926e+03,NATIVE_LEFT_EXTERIOR,0.00000000000000000e+00,0.00000000000000000e+00,2.47889721057294610e-03,-6.97777931883433993e-03,-5.52695405880272608e-04,-2.00294893620033346e-03,-4.75948274372612863e-04
85,9.88538280000000036e+00,-1.30835800534353211e+03,NATIVE_LEFT_EXTERIOR,0.00000000000000000e+00,0.00000000000000000e+00,2.57112221642994201e-03,-6.88035271702634212e-03,-5.82340663309202796e-04,-2.05047634170353469e-03,-5.20645874726407111e-04
86,9.89506480000000010e+00,-1.26792953919577644e+03,NATIVE_LEFT_EXTERIOR,0.00000000000000000e+00,0.00000000000000000e+00,2.66930619531863039e-03,-6.78411587681076317e-03,-6.14616501412210809e-04,-2.09885897079620850e-03,-5.70447224522421998e-04
87,9.90471959999999996e+00,-1.22761465023034020e+03,NATIVE_LEFT_EXTERIOR,0.00000000000000000e+00,0.00000000000000000e+00,2.77417575692683396e-03,-6.68906591868083291e-03,-6.49846726090680784e-04,-2.14810633796989935e-03,-6.26069418956934397e-04
88,9.91432000000000002e+00,-1.18752691562954215e+03,NATIVE_LEFT_EXTERIOR,0.00000000000000000e+00,0.00000000000000000e+00,2.88617303302770309e-03,-6.59487960527557673e-03,-6.88407711866453518e-04,-2.19789120779965898e-03,-6.88281825228044216e-04
89,9.92389320000000019e+00,-1.14755275821106352e+03,NATIVE_LEFT_EXTERIOR,0.00000000000000000e+00,0.00000000000000000e+00,3.00667644151747949e-03,-6.50187449981417653e-03,-7.30737591223722290e-04,-2.24854343755139050e-03,-7.58133003966088878e-04
90,9.93341200000000057e+00,-1.10780575515722308e+03,NATIVE_LEFT_EXTERIOR,0.00000000000000000e+00,0.00000000000000000e+00,3.13640982150661116e-03,-6.40969273630589715e-03,-7.77349906094180793e-04,-2.29970436162156046e-03,-8.36705459885050593e-04
91,9.94290359999999929e+00,-1.06817232928570957e+03,NATIVE_LEFT_EXTERIOR,0.00000000000000000e+00,0.00000000000000000e+00,3.27719413742259477e-03,-6.31868652432286074e-03,-8.28849235611282213e-04,-2.35173328614584308e-03,-9.25460851276751475e-04
92,9.95236799999999988e+00,-1.02865248059650776e+03,NATIVE_LEFT_EXTERIOR,0.00000000000000000e+00,0.00000000000000000e+00,3.43070683932179257e-03,-6.22886740616766365e-03,-8.85951121634601644e-04,-2.40464605134560732e-03,-1.02606078797618525e-03
93,9.96177800000000069e+00,-9.89359786271944245e+02,NATIVE_LEFT_EXTERIOR,0.00000000000000000e+00,0.00000000000000000e+00,3.59841342837686562e-03,-6.13981704817920769e-03,-9.49507344666877221e-04,-2.45802922118812210e-03,-1.14038420718874352e-03
94,9.97116079999999982e+00,-9.50180669129707439e+02,NATIVE_LEFT_EXTERIOR,0.00000000000000000e+00,0.00000000000000000e+00,3.78323676742520253e-03,-6.05194152676026987e-03,-1.02053918731783810e-03,-2.51229267023693817e-03,-1.27094409718826436e-03
95,9.98051650000000024e+00,-9.11114711606614719e+02,NATIVE_LEFT_EXTERIOR,0.00000000000000000e+00,0.00000000000000000e+00,3.98814171373113209e-03,-5.96525424360998344e-03,-1.10027954933221189e-03,-2.56745529752915166e-03,-1.42068641620198086e-03
96,9.98984489999999958e+00,-8.72162748829016437e+02,NATIVE_LEFT_EXTERIOR,0.00000000000000000e+00,0.00000000000000000e+00,4.21675985152847755e-03,-5.87976737216801531e-03,-1.19022631583372458e-03,-2.62353397422959841e-03,-1.59322587729887936e-03
97,9.99911889999999914e+00,-8.33437940416056563e+02,NATIVE_LEFT_EXTERIOR,0.00000000000000000e+00,0.00000000000000000e+00,4.47288256627035186e-03,-5.79497881754660344e-03,-1.29221660133748513e-03,-2.68003050356288965e-03,-1.79285206270746221e-03
98,1.00083389999999994e+01,-7.94938198551881442e+02,NATIVE_LEFT_EXTERIOR,0.00000000000000000e+00,0.00000000000000000e+00,4.76198263560939118e-03,-5.71083481036090395e-03,-1.40852144789697193e-03,-2.73689651353054442e-03,-2.02508612207884676e-03
99,1.00175579999999993e+01,-7.56443049882581363e+02,NATIVE_LEFT_EXTERIOR,0.00000000000000000e+00,0.00000000000000000e+00,5.09254513015776084e-03,-5.62839694284536854e-03,-1.54197587827391920e-03,-2.79519779433418840e-03,-2.29734733582357244e-03
100,1.00238540000000000e+01,-7.30153272680938585e+02,NATIVE_LEFT_EXTERIOR,2.93950288277811667e-02,0.00000000000000000e+00,3.40648567194695440e-02,-4.84971808023481298e-03,-1.44248312659540890e-03,-2.46779290631512702e-03,-2.20203498537324856e-03
101,1.00318179999999995e+01,-6.96898541798816041e+02,NATIVE_LEFT_EXTERIOR,1.27420348480346843e-03,3.03135813190255864e-02,3.64797635482961846e-02,-4.69869928589318735e-03,-1.54124353453754062e-03,-2.46565941558943118e-03,-2.42631932887769561e-03
102,1.00395970000000005e+01,-6.64416302781728291e+02,NATIVE_LEFT_EXTERIOR,3.58699514495936025e-02,1.31308161757323367e-03,4.23199465568019212e-02,-4.55031248122559750e-03,-1.64968012817539667e-03,-2.46064778277007169e-03,-2.67626570686501242e-03
103,1.00471920000000008e+01,-6.32702379997983030e+02,NATIVE_LEFT_EXTERIOR,3.31105237500749780e-03,3.69381359407212825e-02,4.56572720503009913e-02,-4.40454037486733355e-03,-1.76902238501876782e-03,-2.45274771310429124e-03,-2.95533602146791970e-03
104,1.00546030000000002e+01,-6.01756773447580144e+02,NATIVE_LEFT_EXTERIOR,4.41758543051590583e-02,3.40723030947294187e-03,5.32925597599768208e-02,-4.26134391352976996e-03,-1.90069321636421578e-03,-2.44193544589816182e-03,-3.26753969944665280e-03
105,1.00618289999999995e+01,-5.71583658762219670e+02,NATIVE_LEFT_EXTERIOR,6.50351547344370489e-03,4.54265727438376149e-02,5.79757926182255107e-02,-4.12065756909253244e-03,-2.04634563150306098e-03,-2.42816954136674742e-03,-3.61753485957744779e-03
106,1.00688709999999997e+01,-5.42178860310194068e+02,NATIVE_LEFT_EXTERIOR,5.49821381601632783e-02,6.68289205961156933e-03,6.80872865001986988e-02,-3.98245766717173540e-03,-2.20790754791885336e-03,-2.41145850954114453e-03,-4.01079777088270226e-03
107,1.00757290000000008e+01,-5.13542378091503565e+02,NATIVE_LEFT_EXTERIOR,1.14576819101636970e-02,5.64584754763946609e-02,7.47616994990172173e-02,-3.84669638042091974e-03,-2.38763689460582632e-03,-2.39179490352102323e-03,-4.45374720893783240e-03
108,1.00824020000000001e+01,-4.85678387737862806e+02,NATIVE_LEFT_EXTERIOR,6.93315701602704448e-02,1.17569280033383225e-02,8.84115852136500013e-02,-3.71329851576150454e-03,-2.58818950587594255e-03,-2.36915170689867751e-03,-4.95393534314255302e-03
109,1.00888910000000003e+01,-4.58582713617556976e+02,NATIVE_LEFT_EXTERIOR,1.91232299841592734e-02,7.10917797619437242e-02,9.80789164072263520e-02,-3.58223580795860759e-03,-2.81270466375116652e-03,-2.34355642743165008e-03,-5.52035023369169993e-03
110,1.00951959999999996e+01,-4.32255355730593635e+02,NATIVE_LEFT_EXTERIOR,8.87253836574329602e-02,1.95948007842046967e-02,1.16798878146016985e-01,-3.45345442446956747e-03,-3.06491019128991111e-03,-2.31501850193965375e-03,-6.16367520243967133e-03
111,1.01013169999999999e+01,-4.06696314076965336e+02,NATIVE_LEFT_EXTERIOR,3.10443968088280307e-02,9.08487055668945054e-02,1.31073352833719126e-01,-3.32689903589459884e-03,-3.34925665240300889e-03,-2.28355306690042770e-03,-6.89669739109617305e-03
112,1.01072530000000000e+01,-3.81909764288379279e+02,NATIVE_LEFT_EXTERIOR,1.15661005404359890e-01,3.17646196309302742e-02,1.57409554670046054e-01,-3.20248384668313322e-03,-3.67108782495331049e-03,-2.24915177925772303e-03,-7.73477785549817401e-03
113,1.01130040000000001e+01,-3.57895706364835462e+02,NATIVE_LEFT_EXTERIOR,4.97312448919347422e-02,1.18259754164975930e-01,1.78899372011262769e-01,-3.08014712454427776e-03,-4.03685640965632982e-03,-2.21183733583659760e-03,-8.69653561851551314e-03
114,1.01185720000000003e+01,-3.34645789042926879e+02,NATIVE_LEFT_EXTERIOR,1.53876786763223722e-01,5.08126998299673893e-02,2.16665917849653444e-01,-2.95988919116036862e-03,-4.45440635098996902e-03,-2.17170093431349673e-03,-9.80473032214883820e-03
115,1.01239550000000005e+01,-3.12168363586060593e+02,NATIVE_LEFT_EXTERIOR,7.95253145792583077e-02,1.57110649631461041e-01,2.49851803373148718e-01,-2.84158796518434393e-03,-4.93333446995565441e-03,-2.12871779622330216e-03,-1.10871213662060656e-02
116,1.01291530000000005e+01,-2.90463429994236492e+02,NATIVE_LEFT_EXTERIOR,2.09887806280297545e-01,8.11385956604911696e-02,3.05687404596387990e-01,-2.72517836168387727e-03,-5.48547176798102384e-03,-2.08292636650027124e-03,-1.25780762890989849e-02
117,1.01341680000000007e+01,-2.69522637004047681e+02,NATIVE_LEFT_EXTERIOR,1.27830266496982120e-01,2.13994312420986849e-01,3.58179509550631270e-01,-2.61066546742481399e-03,-6.12551611252437362e-03,-2.03444120889699183e-03,-1.43204894237652699e-02
118,1.01389980000000008e+01,-2.49354335878901082e+02,NATIVE_LEFT_EXTERIOR,2.95151981196154933e-01,1.30238172068732033e-01,4.43741393146274143e-01,-2.49791707329902407e-03,-6.87188342886957751e-03,-1.98324536849451769e-03,-1.63679945128927112e-02
119,1.01436430000000009e+01,-2.29958526618796725e+02,NATIVE_LEFT_EXTERIOR,2.08312888094165871e-01,3.00496816924781474e-01,5.29527750441307399e-01,-2.38686545520439821e-03,-7.74786202363119021e-03,-1.92939195267916638e-03,-1.87886534696809111e-02
120,1.01481049999999993e+01,-2.11326857960335047e+02,NATIVE_LEFT_EXTERIOR,4.29662551033303086e-01,2.11935273557629061e-01,6.65140574449548105e-01,-2.27752344809637646e-03,-8.78319841040684987e-03,-1.87301996531020836e-03,-2.16697298933057093e-02
121,1.01523819999999994e+01,-1.93467681166908193e+02,NATIVE_LEFT_EXTERIOR,3.47098366899367794e-01,4.36821677926511553e-01,8.10857940932774746e-01,-2.16974787771042742e-03,-1.00163051596964033e-02,-1.81411755852946776e-03,-2.51237785483658868e-02
122,1.01564750000000004e+01,-1.76376820606816381e+02,NATIVE_LEFT_EXTERIOR,6.52998829408846571e-01,3.52631012258416698e-01,1.03668107121809272e+00,-2.06351405855326837e-03,-1.14973863715351725e-02,-1.75279630086386490e-03,-2.92984332499655227e-02
123,1.01603829999999995e+01,-1.60058451911774227e+02,NATIVE_LEFT_EXTERIOR,5.96546710229989618e-01,6.62933417468113073e-01,1.29555852273310101e+00,-1.95871110752478608e-03,-1.32929305313115344e-02,-1.68908631093445658e-03,-3.43893087240639134e-02
124,1.01641069999999996e+01,-1.44508399450067117e+02,NATIVE_LEFT_EXTERIOR,1.04457211524103322e+00,6.05192054269487190e-01,1.69204726361088698e+00,-1.85531815804695541e-03,-1.54922955370336932e-02,-1.62311222170635826e-03,-4.06599818786603853e-02
125,1.01676470000000005e+01,-1.29726663221695020e+02,NATIVE_LEFT_EXTERIOR,1.06949556456840789e+00,1.05895728890130103e+00,2.17847876152246211e+00,-1.75327200226641205e-03,-1.82175574342514496e-02,-1.55496065277359666e-03,-4.84709473999797094e-02
126,1.01710019999999997e+01,-1.15717418858372611e+02,NATIVE_LEFT_EXTERIOR,1.78201516350866496e+00,1.08344926433729394e+00,2.92527342721303718e+00,-1.65245369945017217e-03,-2.16385864060257838e-02,-1.48466659886131182e-03,-5.83243327682167953e-02
127,1.01741729999999997e+01,-1.02476490728385230e+02,NATIVE_LEFT_EXTERIOR,2.02859559040894277e+00,1.80398216611911422e+00,3.90492511300476774e+00,-1.55285077120535450e-03,-2.59967330842209195e-02,-1.41237541514711937e-03,-7.09349810615635262e-02
128,1.01771600000000007e+01,-9.00038788317328766e+01,NATIVE_LEFT_EXTERIOR,3.29494552698820220e+00,2.05214278564958885e+00,5.43577062904494568e+00,-1.45440227859319391e-03,-3.16431703862696465e-02,-1.33818765449128713e-03,-8.73441287526634247e-02
129,1.01799619999999997e+01,-7.83037588001301970e+01,NATIVE_LEFT_EXTERIOR,4.16160419004028803e+00,3.33081040462952416e+00,7.60278720751811488e+00,-1.35697890159468975e-03,-3.91030911440936046e-02,-1.26213901596578708e-03,-1.09110473832336671e-01
130,1.01825799999999997e+01,-6.73719550018625597e+01,NATIVE_LEFT_EXTERIOR,6.76116265499608549e+00,4.20391279982307609e+00,1.11049047539306542e+01,-1.26058232378365646e-03,-4.91876037190505030e-02,-1.18439943267109713e-03,-1.38644899678822875e-01
131,1.01850140000000007e+01,-5.72084674369299435e+01,NATIVE_LEFT_EXTERIOR,9.52239013193008788e+00,6.82504570963902335e+00,1.65283600632657297e+01,-1.16515703103702148e-03,-6.31980297680379693e-02,-1.10508472351764672e-03,-1.79819136973100063e-01
132,1.01872629999999997e+01,-4.78174717370470006e+01,NATIVE_LEFT_EXTERIOR,1.60314730082912362e+01,9.60549447026084025e+00,2.58771349170474956e+01,-1.07056144414493354e-03,-8.33205197217435911e-02,-1.02422749394821605e-03,-2.39143211001472594e-01
