b,source_row_1based,source_line_1based,energy_eV_lexeme,energy_eV,raw_A2s_s_inv_lexeme,raw_A2s_s_inv,normalization_id,normalization_factor,normalized_A2s_s_inv,normalized_A2s_binary64_hex,companion_energy_eV_from_decimal_tokens,companion_energy_eV_binary64,tracked_definition,companion_definition,tracked_domain_lower_eV,tracked_domain_upper_eV,companion_domain_lower_eV,companion_domain_upper_eV,original_bin_integral_lower_eV,original_bin_integral_upper_eV,original_bin_integral_status,rate_quantity,event_to_tracked_relation,extra_multiplicity_applied,source_correspondence,physical_pair_correspondence,B_status,mu_status
18,19,19,8.0474113,8.0474113000000003,0.27489786,0.27489785999999999,NORM_READ_TWOG_287_290,0.99951599327008589,0.27476480758572103,0x1.195bf21ab08adp-2,2.151303253953742,2.151303253953742,HIGH_ENERGY_Et_EQUALS_Eb,LOW_ENERGY_Ec_EQUALS_E21_MINUS_Eb,5.0993572769768711,10.198714553953742,0,5.0993572769768711,,,UNRESOLVED_ORIGINAL_INTEGRATION_REGION,SPONTANEOUS_EVENT_COEFFICIENT_s^-1_NOT_REALIZED_RATE,ONE_HIGH_ENERGY_TRACKED_PHOTON_PER_EVENT,NONE,DIRECT_ROW_COLUMN_READER_NORMALIZATION,CONDITIONAL_DERIVATION_NOT_NATIVE_PAIRED_STORAGE,UNRESOLVED,UNRESOLVED
19,20,20,8.2067832,8.2067832000000003,0.26660916,0.26660916000000001,NORM_READ_TWOG_287_290,0.99951599327008589,0.26648011937230326,0x1.10e02a16f3ef9p-2,1.991931353953742,1.991931353953742,HIGH_ENERGY_Et_EQUALS_Eb,LOW_ENERGY_Ec_EQUALS_E21_MINUS_Eb,5.0993572769768711,10.198714553953742,0,5.0993572769768711,,,UNRESOLVED_ORIGINAL_INTEGRATION_REGION,SPONTANEOUS_EVENT_COEFFICIENT_s^-1_NOT_REALIZED_RATE,ONE_HIGH_ENERGY_TRACKED_PHOTON_PER_EVENT,NONE,DIRECT_ROW_COLUMN_READER_NORMALIZATION,CONDITIONAL_DERIVATION_NOT_NATIVE_PAIRED_STORAGE,UNRESOLVED,UNRESOLVED
20,21,21,8.3195130,8.3195130000000006,0.10739775,0.10739775,NORM_READ_TWOG_287_290,0.99951599327008589,0.10734576876622237,0x1.b7b03263703e8p-4,1.879201553953742,1.8792015539537417,HIGH_ENERGY_Et_EQUALS_Eb,LOW_ENERGY_Ec_EQUALS_E21_MINUS_Eb,5.0993572769768711,10.198714553953742,0,5.0993572769768711,,,UNRESOLVED_ORIGINAL_INTEGRATION_REGION,SPONTANEOUS_EVENT_COEFFICIENT_s^-1_NOT_REALIZED_RATE,ONE_HIGH_ENERGY_TRACKED_PHOTON_PER_EVENT,NONE,DIRECT_ROW_COLUMN_READER_NORMALIZATION,CONDITIONAL_DERIVATION_NOT_NATIVE_PAIRED_STORAGE,UNRESOLVED,UNRESOLVED
21,22,22,8.3846760,8.3846760000000007,0.10381181,0.10381181,NORM_READ_TWOG_287_290,0.99951599327008589,0.10376156438531543,0x1.a901e2d9de1e5p-4,1.814038553953742,1.8140385539537416,HIGH_ENERGY_Et_EQUALS_Eb,LOW_ENERGY_Ec_EQUALS_E21_MINUS_Eb,5.0993572769768711,10.198714553953742,0,5.0993572769768711,,,UNRESOLVED_ORIGINAL_INTEGRATION_REGION,SPONTANEOUS_EVENT_COEFFICIENT_s^-1_NOT_REALIZED_RATE,ONE_HIGH_ENERGY_TRACKED_PHOTON_PER_EVENT,NONE,DIRECT_ROW_COLUMN_READER_NORMALIZATION,CONDITIONAL_DERIVATION_NOT_NATIVE_PAIRED_STORAGE,UNRESOLVED,UNRESOLVED
22,23,23,8.4486423,8.4486422999999995,0.10029073,0.10029072999999999,NORM_READ_TWOG_287_290,0.99951599327008589,0.10024218861173199,0x1.9a978d9c45073p-4,1.750072253953742,1.7500722539537428,HIGH_ENERGY_Et_EQUALS_Eb,LOW_ENERGY_Ec_EQUALS_E21_MINUS_Eb,5.0993572769768711,10.198714553953742,0,5.0993572769768711,,,UNRESOLVED_ORIGINAL_INTEGRATION_REGION,SPONTANEOUS_EVENT_COEFFICIENT_s^-1_NOT_REALIZED_RATE,ONE_HIGH_ENERGY_TRACKED_PHOTON_PER_EVENT,NONE,DIRECT_ROW_COLUMN_READER_NORMALIZATION,CONDITIONAL_DERIVATION_NOT_NATIVE_PAIRED_STORAGE,UNRESOLVED,UNRESOLVED
23,24,24,8.5114392,8.5114391999999999,0.096832649,0.096832649000000007,NORM_READ_TWOG_287_290,0.99951599327008589,0.096785781346208591,0x1.8c6f3f5998ab5p-4,1.687275353953742,1.6872753539537424,HIGH_ENERGY_Et_EQUALS_Eb,LOW_ENERGY_Ec_EQUALS_E21_MINUS_Eb,5.0993572769768711,10.198714553953742,0,5.0993572769768711,,,UNRESOLVED_ORIGINAL_INTEGRATION_REGION,SPONTANEOUS_EVENT_COEFFICIENT_s^-1_NOT_REALIZED_RATE,ONE_HIGH_ENERGY_TRACKED_PHOTON_PER_EVENT,NONE,DIRECT_ROW_COLUMN_READER_NORMALIZATION,CONDITIONAL_DERIVATION_NOT_NATIVE_PAIRED_STORAGE,UNRESOLVED,UNRESOLVED
24,25,25,8.5730938,8.5730938000000005,0.093435794,0.093435794000000003,NORM_READ_TWOG_287_290,0.99951599327008589,0.093390570446889129,0x1.7e871c5d2fcffp-4,1.625620753953742,1.6256207539537417,HIGH_ENERGY_Et_EQUALS_Eb,LOW_ENERGY_Ec_EQUALS_E21_MINUS_Eb,5.0993572769768711,10.198714553953742,0,5.0993572769768711,,,UNRESOLVED_ORIGINAL_INTEGRATION_REGION,SPONTANEOUS_EVENT_COEFFICIENT_s^-1_NOT_REALIZED_RATE,ONE_HIGH_ENERGY_TRACKED_PHOTON_PER_EVENT,NONE,DIRECT_ROW_COLUMN_READER_NORMALIZATION,CONDITIONAL_DERIVATION_NOT_NATIVE_PAIRED_STORAGE,UNRESOLVED,UNRESOLVED
25,26,26,8.6336334,8.6336334000000008,0.090098347,0.090098346999999995,NORM_READ_TWOG_287_290,0.99951599327008589,0.090054738793697853,0x1.70dd3cdf80050p-4,1.565081153953742,1.5650811539537415,HIGH_ENERGY_Et_EQUALS_Eb,LOW_ENERGY_Ec_EQUALS_E21_MINUS_Eb,5.0993572769768711,10.198714553953742,0,5.0993572769768711,,,UNRESOLVED_ORIGINAL_INTEGRATION_REGION,SPONTANEOUS_EVENT_COEFFICIENT_s^-1_NOT_REALIZED_RATE,ONE_HIGH_ENERGY_TRACKED_PHOTON_PER_EVENT,NONE,DIRECT_ROW_COLUMN_READER_NORMALIZATION,CONDITIONAL_DERIVATION_NOT_NATIVE_PAIRED_STORAGE,UNRESOLVED,UNRESOLVED
26,27,27,8.6930851,8.6930850999999993,0.086818614,0.086818614000000002,NORM_READ_TWOG_287_290,0.99951599327008589,0.086776593206542185,0x1.636fda5e16188p-4,1.505629453953742,1.5056294539537429,HIGH_ENERGY_Et_EQUALS_Eb,LOW_ENERGY_Ec_EQUALS_E21_MINUS_Eb,5.0993572769768711,10.198714553953742,0,5.0993572769768711,,,UNRESOLVED_ORIGINAL_INTEGRATION_REGION,SPONTANEOUS_EVENT_COEFFICIENT_s^-1_NOT_REALIZED_RATE,ONE_HIGH_ENERGY_TRACKED_PHOTON_PER_EVENT,NONE,DIRECT_ROW_COLUMN_READER_NORMALIZATION,CONDITIONAL_DERIVATION_NOT_NATIVE_PAIRED_STORAGE,UNRESOLVED,UNRESOLVED
27,28,28,8.7515034,8.7515034000000007,0.083594818,0.083594818000000001,NORM_READ_TWOG_287_290,0.99951599327008589,0.083554357545502056,0x1.563d18118a204p-4,1.447211153953742,1.4472111539537416,HIGH_ENERGY_Et_EQUALS_Eb,LOW_ENERGY_Ec_EQUALS_E21_MINUS_Eb,5.0993572769768711,10.198714553953742,0,5.0993572769768711,,,UNRESOLVED_ORIGINAL_INTEGRATION_REGION,SPONTANEOUS_EVENT_COEFFICIENT_s^-1_NOT_REALIZED_RATE,ONE_HIGH_ENERGY_TRACKED_PHOTON_PER_EVENT,NONE,DIRECT_ROW_COLUMN_READER_NORMALIZATION,CONDITIONAL_DERIVATION_NOT_NATIVE_PAIRED_STORAGE,UNRESOLVED,UNRESOLVED
28,29,29,8.8088609,8.8088609000000009,0.080425307,0.080425307000000001,NORM_READ_TWOG_287_290,0.99951599327008589,0.080386380610156599,0x1.49433abc3b1c2p-4,1.389853653953742,1.3898536539537414,HIGH_ENERGY_Et_EQUALS_Eb,LOW_ENERGY_Ec_EQUALS_E21_MINUS_Eb,5.0993572769768711,10.198714553953742,0,5.0993572769768711,,,UNRESOLVED_ORIGINAL_INTEGRATION_REGION,SPONTANEOUS_EVENT_COEFFICIENT_s^-1_NOT_REALIZED_RATE,ONE_HIGH_ENERGY_TRACKED_PHOTON_PER_EVENT,NONE,DIRECT_ROW_COLUMN_READER_NORMALIZATION,CONDITIONAL_DERIVATION_NOT_NATIVE_PAIRED_STORAGE,UNRESOLVED,UNRESOLVED
29,30,30,8.8651850,8.8651850000000003,0.077308429,0.077308428999999998,NORM_READ_TWOG_287_290,0.99951599327008589,0.077271011200084908,0x1.3c808720880bdp-4,1.333529553953742,1.333529553953742,HIGH_ENERGY_Et_EQUALS_Eb,LOW_ENERGY_Ec_EQUALS_E21_MINUS_Eb,5.0993572769768711,10.198714553953742,0,5.0993572769768711,,,UNRESOLVED_ORIGINAL_INTEGRATION_REGION,SPONTANEOUS_EVENT_COEFFICIENT_s^-1_NOT_REALIZED_RATE,ONE_HIGH_ENERGY_TRACKED_PHOTON_PER_EVENT,NONE,DIRECT_ROW_COLUMN_READER_NORMALIZATION,CONDITIONAL_DERIVATION_NOT_NATIVE_PAIRED_STORAGE,UNRESOLVED,UNRESOLVED
30,31,31,8.9205573,8.9205573000000005,0.074242571,0.074242570999999993,NORM_READ_TWOG_287_290,0.99951599327008589,0.074206637095989861,0x1.2ff34c77931d9p-4,1.278157253953742,1.2781572539537418,HIGH_ENERGY_Et_EQUALS_Eb,LOW_ENERGY_Ec_EQUALS_E21_MINUS_Eb,5.0993572769768711,10.198714553953742,0,5.0993572769768711,,,UNRESOLVED_ORIGINAL_INTEGRATION_REGION,SPONTANEOUS_EVENT_COEFFICIENT_s^-1_NOT_REALIZED_RATE,ONE_HIGH_ENERGY_TRACKED_PHOTON_PER_EVENT,NONE,DIRECT_ROW_COLUMN_READER_NORMALIZATION,CONDITIONAL_DERIVATION_NOT_NATIVE_PAIRED_STORAGE,UNRESOLVED,UNRESOLVED
31,32,32,8.9749504,8.9749504000000009,0.071226124,0.071226124000000002,NORM_READ_TWOG_287_290,0.99951599327008589,0.071191650076638302,0x1.2399db0d3d2f0p-4,1.223764153953742,1.2237641539537414,HIGH_ENERGY_Et_EQUALS_Eb,LOW_ENERGY_Ec_EQUALS_E21_MINUS_Eb,5.0993572769768711,10.198714553953742,0,5.0993572769768711,,,UNRESOLVED_ORIGINAL_INTEGRATION_REGION,SPONTANEOUS_EVENT_COEFFICIENT_s^-1_NOT_REALIZED_RATE,ONE_HIGH_ENERGY_TRACKED_PHOTON_PER_EVENT,NONE,DIRECT_ROW_COLUMN_READER_NORMALIZATION,CONDITIONAL_DERIVATION_NOT_NATIVE_PAIRED_STORAGE,UNRESOLVED,UNRESOLVED
32,33,33,9.0283917,9.0283917000000002,0.068257476,0.068257475999999997,NORM_READ_TWOG_287_290,0.99951599327008589,0.068224438922249053,0x1.1772825f581a0p-4,1.170322853953742,1.170322853953742,HIGH_ENERGY_Et_EQUALS_Eb,LOW_ENERGY_Ec_EQUALS_E21_MINUS_Eb,5.0993572769768711,10.198714553953742,0,5.0993572769768711,,,UNRESOLVED_ORIGINAL_INTEGRATION_REGION,SPONTANEOUS_EVENT_COEFFICIENT_s^-1_NOT_REALIZED_RATE,ONE_HIGH_ENERGY_TRACKED_PHOTON_PER_EVENT,NONE,DIRECT_ROW_COLUMN_READER_NORMALIZATION,CONDITIONAL_DERIVATION_NOT_NATIVE_PAIRED_STORAGE,UNRESOLVED,UNRESOLVED
33,34,34,9.0809082,9.0809081999999997,0.065335180,0.065335180000000007,NORM_READ_TWOG_287_290,0.99951599327008589,0.065303557333179857,0x1.0b7bbe30ef7cap-4,1.117806353953742,1.1178063539537426,HIGH_ENERGY_Et_EQUALS_Eb,LOW_ENERGY_Ec_EQUALS_E21_MINUS_Eb,5.0993572769768711,10.198714553953742,0,5.0993572769768711,,,UNRESOLVED_ORIGINAL_INTEGRATION_REGION,SPONTANEOUS_EVENT_COEFFICIENT_s^-1_NOT_REALIZED_RATE,ONE_HIGH_ENERGY_TRACKED_PHOTON_PER_EVENT,NONE,DIRECT_ROW_COLUMN_READER_NORMALIZATION,CONDITIONAL_DERIVATION_NOT_NATIVE_PAIRED_STORAGE,UNRESOLVED,UNRESOLVED
