i,j,mu,group,branch,log_low,log_high,relative_low_high,amp_reciprocity
2,12,-0.816496580927726,1,GL8_12,127.30795558466262,127.3079555864081,-1.7454766505807722e-09,3.0057538430654725e-15
2,12,-0.5773502691896258,1,GL8_12,124.79748603398826,124.79748606699833,-3.3010067023452014e-08,3.097392517526919e-15
2,12,-0.5,1,GL8_12,123.817705295254,123.81770537150608,-7.625207552201679e-08,4.3543729547023415e-15
2,12,-0.3333333333333333,1,GL8_12,121.32829139614518,121.32829184124641,-4.4510113681106536e-07,8.52518953334541e-15
2,12,0.0,1,GL8_12,113.91836516846125,113.91838113076805,-1.596217940739878e-05,5.5370228344519955e-12
2,12,0.3333333333333333,1,GL8_12,99.28177040151307,99.28252490084967,-0.0007542147735415785,5.066453420278251e-12
2,12,0.5,1,GL8_12,84.79190534843514,84.79786997486829,-0.0059468733632585865,5.248844766700754e-12
2,12,0.5773502691896258,1,GL8_12,74.23766717996838,74.25370766272403,-0.015912519324123887,3.825073547964004e-12
2,13,-1.0,1,back_32_48,126.8733466799212,126.87334667992047,7.247535904755648e-13,4.66480474652671e-16
2,12,0.7071067811865475,1,GL8_12,44.135198714360726,44.22241340259065,-0.08351968302613103,3.974382264136214e-12
2,13,-0.816496580927726,1,GL8_12,125.14872244596533,125.1487224574405,-1.1475165640702898e-08,2.9679320315191924e-15
2,13,-0.5773502691896258,1,GL8_12,122.31101465941987,122.3110147746049,-1.1518502465702545e-07,4.054901812105365e-15
2,13,-0.7071067811865475,1,GL8_12,123.94762024411808,123.94762027750801,-3.3389923157378134e-08,3.871338850726993e-15
2,12,0.816496580927726,1,GL8_12,-14.126904982016903,-13.75084978197777,-0.31343556638731696,5.095848576983058e-12
2,13,-0.5,1,GL8_12,121.20324009104804,121.20324033123684,-2.4018876800639903e-07,5.6413847536483146e-15
2,13,-0.3333333333333333,1,GL8_12,118.38797476631899,118.38797595204112,-1.1857214237382202e-06,1.3086725502979111e-14
2,13,0.0,1,GL8_12,110.00326456513133,110.00329787561908,-3.33099329630999e-05,6.9263966294587754e-12
2,13,0.5,1,GL8_12,76.99196102109741,77.00086173642347,-0.008861221221526905,4.2922280610288975e-12
2,13,0.5773502691896258,1,GL8_12,65.01499562675554,65.03758554142448,-0.02233667303319428,4.378095845471077e-12
2,13,0.3333333333333333,1,GL8_12,93.42356089194263,93.42482701597068,-0.0012653228311960436,4.940298727729636e-12
2,13,0.7071067811865475,1,GL8_12,30.831496223202826,30.942512268936007,-0.10507561090413954,3.841156327330302e-12
2,14,-1.0,1,back_32_48,124.79481295440186,124.79481295440173,1.278976924368262e-13,5.506963849795706e-16
2,14,-0.816496580927726,1,GL8_12,122.85942798206209,122.85942802216903,-4.010693918706343e-08,4.098793256148091e-15
2,14,-0.7071067811865475,1,GL8_12,121.51128875248402,121.51128885500952,-1.0252549927486458e-07,3.2178508826954476e-15
2,14,-0.5773502691896258,1,GL8_12,119.67402051520952,119.67402082959497,-3.143853962575358e-07,4.830668381542023e-15
2,14,-0.5,1,GL8_12,118.43022981506755,118.43023043307576,-6.180080243025454e-07,6.44446000628261e-15
2,14,-0.3333333333333333,1,GL8_12,115.2686430735485,115.26864580600865,-2.7324564129828716e-06,2.5965869272693674e-12
2,13,0.816496580927726,1,GL8_12,-35.3668680641462,-34.92726428816354,-0.35570834565735,5.644909180080929e-12
2,14,0.0,1,GL8_12,105.8475385585075,105.84760212815527,-6.356762727140478e-05,5.511258498583196e-12
2,14,0.3333333333333333,1,GL8_12,87.20053194179619,87.20253485525882,-0.002000908969961767,4.813358066469929e-12
2,14,0.5,1,GL8_12,68.70196942536536,68.71465718798919,-0.012607612297831616,5.0419123763613535e-12
2,14,0.5773502691896258,1,GL8_12,55.21029738784739,55.240884181875025,-0.03012375105198567,4.184282476583036e-12
2,15,-1.0,1,back_32_48,122.59854952840497,122.59854952840539,-4.121147867407732e-13,5.378070117809006e-16
2,14,0.7071067811865475,1,GL8_12,16.682470777474435,16.819925118779707,-0.12842585597354583,4.2733059826409846e-12
2,15,-0.816496580927726,1,GL8_12,120.44002452010243,120.44002462969465,-1.0959221551473344e-07,4.184034480734436e-15
2,15,-0.7071067811865475,1,GL8_12,118.93619553321825,118.9361957933472,-2.6012890855294236e-07,4.228045893198067e-15
2,15,-0.5773502691896258,1,GL8_12,116.88643554974945,116.88643628882085,-7.390711229698938e-07,7.644609316145262e-15
2,15,-0.5,1,GL8_12,115.49859740392088,115.49859879783195,-1.39391009152543e-06,1.0430822402868875e-14
2,14,0.816496580927726,1,GL8_12,-57.96168347773062,-57.4564851200583,-0.3966141226622195,5.961409160220011e-12
2,15,-0.3333333333333333,1,GL8_12,111.97019377645748,111.97019944986545,-5.67339187544924e-06,5.634819697261878e-12
2,15,0.0,1,GL8_12,101.45099171363672,101.45110470030471,-0.00011298028523291211,5.739631521460026e-12
2,15,0.3333333333333333,1,GL8_12,80.61228915053361,80.6153062790111,-0.0030125815194245154,7.241556325104544e-12
2,15,0.5,1,GL8_12,59.92142803381707,59.938836357383835,-0.017257674153337916,5.834738802893614e-12
2,15,0.5773502691896258,1,GL8_12,44.823075859721435,44.86315335291721,-0.03928501260699311,4.252329632031473e-12
2,16,-1.0,1,back_32_48,120.28459368403058,120.28459368403021,3.6948222259532036e-13,5.905484583723502e-16
