physics_orbit_id,frequency_pair_id,frequency_i,frequency_j,x_i,x_j,mu_id,mu_label,mu,edge_multiplicity,Q_SI_kg_m_per_s,DeltaE_SI_J,p_parallel_over_sigma_p,required_parallel_speed_over_c,log_dynamic_structure_factor,same_ray_frequency_change,log_dynamic_structure_factor_relative,recommended_active
873,67,4,9,-2.0,0.5,7,1/3,0.3333333333333333,24,6.293641794071419e-27,9.586949725302793e-23,3.061538086500723,5.080472591561542e-05,46.21264898900657,False,-5.3316124200947215,True
874,67,4,9,-2.0,0.5,8,1/2,0.5,48,5.4504536783306116e-27,9.586949725302793e-23,3.5352687845909565,5.86660549581675e-05,44.793935062697805,False,-6.750326346403483,True
875,67,4,9,-2.0,0.5,9,1/sqrt(3),0.5773502691896258,48,5.011156307053622e-27,9.586949725302793e-23,3.845239216124447,6.380986253823379e-05,43.734097598402016,False,-7.810163810699272,True
876,67,4,9,-2.0,0.5,10,1/sqrt(2),0.7071067811865475,48,4.171596648218026e-27,9.586949725302793e-23,4.61922840789044,7.66538343061188e-05,40.641762207371116,False,-10.902499201730173,True
877,67,4,9,-2.0,0.5,11,sqrt(2/3),0.816496580927726,48,3.301944220228501e-27,9.586949725302793e-23,5.835939913036439,9.684456615096458e-05,34.51508781437229,False,-17.029173594728995,True
878,67,4,9,-2.0,0.5,12,1,1.0,26,3.197862350085798e-31,9.586949725302793e-23,60260.889080796376,0.9999999564534043,-1815687315.6174676,True,-1815687367.161729,False
879,68,4,10,-2.0,1.0,0,-1,-1.0,26,1.0900971299833689e-26,1.1504339670343472e-22,2.1206905640829796,3.5191821828097385e-05,48.10118047165358,False,-3.4430809374477107,True
880,68,4,10,-2.0,1.0,1,-sqrt(2/3),-0.816496580927726,48,1.0388850360612536e-26,1.1504339670343472e-22,2.225293555309491,3.692765726409897e-05,47.921997747292004,False,-3.622263661809285,True
881,68,4,10,-2.0,1.0,2,-1/sqrt(2),-0.7071067811865475,48,1.0071184269479959e-26,1.1504339670343472e-22,2.295522697457484,3.809307550071992e-05,47.794306070481504,False,-3.7499553386197846,True
882,68,4,10,-2.0,1.0,3,-1/sqrt(3),-0.5773502691896258,48,9.68086737792507e-27,1.1504339670343472e-22,2.3881222805216495,3.962972025396301e-05,47.61698108549669,False,-3.9272803236045988,True
883,68,4,10,-2.0,1.0,4,-1/2,-0.5,48,9.440518073530874e-27,1.1504339670343472e-22,2.448951519642657,4.063915170112508e-05,47.49500396918818,False,-4.049257439913106,True
884,68,4,10,-2.0,1.0,5,-1/3,-0.3333333333333333,24,8.900605797862947e-27,1.1504339670343472e-22,2.5975721551936903,4.310543839795498e-05,47.178886708974346,False,-4.365374700126942,True
885,68,4,10,-2.0,1.0,6,0,0.0,192,7.708150732408416e-27,1.1504339670343472e-22,2.999572269995544,4.977643352312024e-05,46.197701394146115,False,-5.346560014955173,True
886,68,4,10,-2.0,1.0,7,1/3,0.3333333333333333,24,6.293678722186674e-27,1.1504339670343472e-22,3.6738997358349943,6.0966567733896034e-05,44.15038121455948,False,-7.393880194541808,True
887,68,4,10,-2.0,1.0,8,1/2,0.5,48,5.4504856600484444e-27,1.1504339670343472e-22,4.242363110292696,7.039993916890547e-05,42.04416950486382,False,-9.500091904237472,True
888,68,4,10,-2.0,1.0,9,1/sqrt(3),0.5773502691896258,48,5.0111857117934685e-27,1.1504339670343472e-22,4.614320168845341,7.657238448175955e-05,40.48104873486821,False,-11.063212674233078,True
889,68,4,10,-2.0,1.0,10,1/sqrt(2),0.7071067811865475,48,4.171621128198992e-27,1.1504339670343472e-22,5.543091663473138,9.198489279934654e-05,35.94745928643452,False,-15.596802122666766,True
890,68,4,10,-2.0,1.0,11,sqrt(2/3),0.816496580927726,48,3.30196359941438e-27,1.1504339670343472e-22,7.003126451579195,0.00011621345541761347,27.02228923124851,False,-24.521972177852778,True
891,68,4,10,-2.0,1.0,12,1,1.0,26,3.8374347513057728e-31,1.1504339670343472e-22,60260.89016104019,0.9999999743795216,-1815687380.8962424,True,-1815687432.4405038,False
892,69,4,11,-2.0,1.5,0,-1,-1.0,26,1.0901035257077905e-26,1.3421729615417284e-22,2.4742335771416673,4.105869506969644e-05,47.288922941724195,False,-4.2553384673770935,True
893,69,4,11,-2.0,1.5,1,-sqrt(2/3),-0.816496580927726,48,1.03889113134195e-26,1.3421729615417284e-22,2.5962645586509985,4.3083739473400496e-05,47.0276627545697,False,-4.516598654531592,True
894,69,4,11,-2.0,1.5,2,-1/sqrt(2),-0.7071067811865475,48,1.0071243358655466e-26,1.3421729615417284e-22,2.678194897725383,4.4443333345252376e-05,46.84264847551617,False,-4.701612933585118,True
895,69,4,11,-2.0,1.5,3,-1/sqrt(3),-0.5773502691896258,48,9.68092417726054e-27,1.3421729615417284e-22,2.7862232042702826,4.623601021226297e-05,46.587019359694565,False,-4.957242049406723,True
896,69,4,11,-2.0,1.5,4,-1/2,-0.5,48,9.44057346283321e-27,1.3421729615417284e-22,2.857187827973048,4.741363340526549e-05,46.41191873263792,False,-5.132342676463367,True
897,69,4,11,-2.0,1.5,5,-1/3,-0.3333333333333333,24,8.900658019729907e-27,1.3421729615417284e-22,3.030572148348419,5.029086132987517e-05,45.960387619311646,False,-5.583873789789642,True
898,69,4,11,-2.0,1.5,6,0,0.0,192,7.708195958734165e-27,1.3421729615417284e-22,3.4995575955683655,5.807344525704594e-05,44.57296074593832,False,-6.971300663162971,True
899,69,4,11,-2.0,1.5,7,1/3,0.3333333333333333,24,6.2937156507351936e-27,1.3421729615417284e-22,4.286254198871596,7.112829029908452e-05,41.71315745282697,False,-9.831103956274319,True
900,69,4,11,-2.0,1.5,8,1/2,0.5,48,5.4505176423291046e-27,1.3421729615417284e-22,4.949449137534551,8.213368567076377e-05,38.79446263436095,False,-12.749798774740341,True
901,69,4,11,-2.0,1.5,9,1/sqrt(3),0.5773502691896258,48,5.011215117177048e-27,1.3421729615417284e-22,5.3833920952823915,8.933475663852334e-05,36.636562951468136,False,-14.907698457633153,True
902,69,4,11,-2.0,1.5,10,1/sqrt(2),0.7071067811865475,48,4.171645609016859e-27,1.3421729615417284e-22,6.466944074976506,0.000107315771340386,30.399703178429252,False,-21.144558230672036,True
903,69,4,11,-2.0,1.5,11,sqrt(2/3),0.816496580927726,48,3.301982979725333e-27,1.3421729615417284e-22,8.17029928703016,0.00013558211728816177,18.167278190517997,False,-33.37698321858329,True
904,69,4,11,-2.0,1.5,12,1,1.0,26,4.477007005103203e-31,1.3421729615417284e-22,60260.89291711046,1.0000000201151586,-1815687547.1336446,True,-1815687598.677906,False
905,70,4,12,-2.0,2.0,0,-1,-1.0,26,1.090109921432212e-26,1.5339119560457963e-22,2.8277724416883703,4.692549946876981e-05,46.35168448080308,False,-5.192576928298209,True
906,70,4,12,-2.0,2.0,1,-sqrt(2/3),-0.816496580927726,48,1.0388972266262584e-26,1.5339119560457963e-22,2.9672312089515107,4.923974944611753e-05,45.9957211930467,False,-5.54854021605459,True
907,70,4,12,-2.0,2.0,2,-1/sqrt(2),-0.7071067811865475,48,1.0071302447890447e-26,1.5339119560457963e-22,3.060862607628806,5.079351667438441e-05,45.74456661212028,False,-5.799694796981008,True
908,70,4,12,-2.0,2.0,3,-1/sqrt(3),-0.5773502691896258,48,9.680980976685296e-27,1.5339119560457963e-22,3.1843194565824824,5.284222265036201e-05,45.39858816378497,False,-6.145673245316317,True
909,70,4,12,-2.0,2.0,4,-1/2,-0.5,48,9.44062885224386e-27,1.5339119560457963e-22,3.2654193459160497,5.4188035615272074e-05,45.1621922553065,False,-6.382069153794788,True
910,70,4,12,-2.0,2.0,5,-1/3,-0.3333333333333333,24,8.900710241750047e-27,1.5339119560457963e-22,3.4635670604778723,5.747619994466809e-05,44.554417134078854,False,-6.989844275022435,True
911,70,4,12,-2.0,2.0,6,0,0.0,192,7.70824118532523e-27,1.5339119560457963e-22,3.9995370538978623,6.637035962694071e-05,42.69825823821665,False,-8.846003170884636,True
912,70,4,12,-2.0,2.0,7,1/3,0.3333333333333333,24,6.29375257971697e-27,1.5339119560457963e-22,4.898601475589405,8.128989361083038e-05,38.90099090559687,False,-12.643270503504418,True
913,70,4,12,-2.0,2.0,8,1/2,0.5,48,5.450549625172582e-27,1.5339119560457963e-22,5.656526866219134,9.386729446212633e-05,35.044832054915176,False,-16.499429354186113,True
914,70,4,12,-2.0,2.0,9,1/sqrt(3),0.5773502691896258,48,5.011244523204351e-27,1.5339119560457963e-22,6.152454995271549,0.00010209697900580281,32.20066107479559,False,-19.343600334305698,True
915,70,4,12,-2.0,2.0,10,1/sqrt(2),0.7071067811865475,48,4.171670090671616e-27,1.5339119560457963e-22,7.390785642003531,0.00012264646992264896,23.998523941276062,False,-27.545737467825226,True
916,70,4,12,-2.0,2.0,11,sqrt(2/3),0.816496580927726,48,3.3020023611613415e-27,1.5339119560457963e-22,9.33745841839727,0.0001549505517461467,7.950102683073617,False,-43.59415872602767,True
917,70,4,12,-2.0,2.0,12,1,1.0,26,5.116579489248358e-31,1.5339119560457963e-22,60260.89227109477,1.0000000093948447,-1815687508.337694,True,-1815687559.8819554,False
918,71,4,13,-2.0,2.5,0,-1,-1.0,26,1.0901163171566337e-26,1.7256509505531774e-22,3.181307157808324,5.279223502673196e-05,45.289469488599735,False,-6.254791920501553,True
919,71,4,13,-2.0,2.5,1,-sqrt(2/3),-0.816496580927726,48,1.0389033219141792e-26,1.7256509505531774e-22,3.3381935062965966,5.539568718367004e-05,44.82617790693647,False,-6.718083502164816,True
920,71,4,13,-2.0,2.5,2,-1/sqrt(2),-0.7071067811865475,48,1.0071361537184902e-26,1.7256509505531774e-22,3.443525827253236,5.7143625489534535e-05,44.50006563495194,False,-7.044195774149351,True
921,71,4,13,-2.0,2.5,3,-1/sqrt(3),-0.5773502691896258,48,9.681037776199337e-27,1.7256509505531774e-22,3.582411037543217,5.944835756967012e-05,44.051693076507505,False,-7.492568332593784,True
922,71,4,13,-2.0,2.5,4,-1/2,-0.5,48,9.440684241762823e-27,1.7256509505531774e-22,3.6736460735560392,6.096235833254504e-05,43.74583040364532,False,-7.798431005455967,True
923,71,4,13,-2.0,2.5,5,-1/3,-0.3333333333333333,24,8.900762463923365e-27,1.7256509505531774e-22,3.8965568916640936,6.46614542436952e-05,42.96098185313055,False,-8.58327955597074,True
924,71,4,13,-2.0,2.5,6,0,0.0,192,7.708286412181604e-27,1.7256509505531774e-22,4.499510645052966,7.466717663394839e-05,40.57360267117439,False,-10.970658737926897,True
925,71,4,13,-2.0,2.5,7,1/3,0.3333333333333333,24,6.2937895091319964e-27,1.7256509505531774e-22,5.5109415660096275,9.145137766948549e-05,35.71389477432054,False,-15.830366634780745,True
926,71,4,13,-2.0,2.5,8,1/2,0.5,48,5.450581608578869e-27,1.7256509505531774e-22,6.363596296297938,0.00010560076554218815,30.79529537001026,False,-20.74896603909103,True
927,71,4,13,-2.0,2.5,9,1/sqrt(3),0.5773502691896258,48,5.011273929875367e-27,1.7256509505531774e-22,6.92150886870194,0.00011485905158175806,27.173363931336603,False,-24.370897477764686,True
928,71,4,13,-2.0,2.5,10,1/sqrt(2),0.7071067811865475,48,4.171694573163245e-27,1.7256509505531774e-22,8.314616364221097,0.0001379769885406075,16.743951633478773,False,-34.800309775622516,True
929,71,4,13,-2.0,2.5,11,sqrt(2/3),0.816496580927726,48,3.302021743722385e-27,1.7256509505531774e-22,10.504603844769232,0.00017431875877644572,-3.6291892969719868,False,-55.173450706073275,True
930,71,4,13,-2.0,2.5,12,1,1.0,26,5.756151935855365e-31,1.7256509505531774e-22,60260.892161738135,1.0000000075801248,-1815687501.8655481,True,-1815687553.4098096,False
931,72,4,14,-2.0,3.0,0,-1,-1.0,26,1.0901227128810555e-26,1.9173899450572456e-22,3.5348377255623262,5.8658901744591764e-05,44.10228236473787,False,-7.441979044363421,True
932,72,4,14,-2.0,3.0,1,-sqrt(2/3),-0.816496580927726,48,1.0389094172057123e-26,1.9173899450572456e-22,3.7091514507461807,6.155155268705246e-05,43.51903774036378,False,-8.02522366873751,True
933,72,4,14,-2.0,3.0,2,-1/sqrt(2),-0.7071067811865475,48,1.007142062653883e-26,1.9173899450572456e-22,3.8261845566577,6.349365979168232e-05,43.10915069857915,False,-8.435110710522139,True
934,72,4,14,-2.0,3.0,3,-1/sqrt(3),-0.5773502691896258,48,9.681094575802657e-27,1.9173899450572456e-22,3.9804979472099355,6.605441497114064e-05,42.546339676510584,False,-8.997921732590704,True
935,72,4,14,-2.0,3.0,4,-1/2,-0.5,48,9.440739631390097e-27,1.9173899450572456e-22,4.081868010949171,6.773660155801625e-05,42.16283904401432,False,-9.38142236508697,True
936,72,4,14,-2.0,3.0,5,-1/3,-0.3333333333333333,24,8.900814686249855e-27,1.9173899450572456e-22,4.329541641959198,7.184662422782133e-05,41.18008837623137,False,-10.364173032869921,True
937,72,4,14,-2.0,3.0,6,0,0.0,192,7.708331639303284e-27,1.9173899450572456e-22,4.999478369068044,8.296389627863936e-05,38.19900284493646,False,-13.34525856416483,True
938,72,4,14,-2.0,3.0,7,1/3,0.3333333333333333,24,6.293826438980265e-27,1.9173899450572456e-22,6.123274470111151,0.00010161274247469952,32.1518822605016,False,-19.392379148599687,True
939,72,4,14,-2.0,3.0,8,1/2,0.5,48,5.4506135925479504e-27,1.9173899450572456e-22,7.070657427673604,0.00011733409890933362,26.045870183405974,False,-25.498391225695315,True
940,72,4,14,-2.0,3.0,9,1/sqrt(3),0.5773502691896258,48,5.011303337190082e-27,1.9173899450572456e-22,7.690553715409548,0.00012762097436366736,21.554692348082487,False,-29.989569061018802,True
941,72,4,14,-2.0,3.0,10,1/sqrt(2),0.7071067811865475,48,4.171719056491733e-27,1.9173899450572456e-22,9.238436241232261,0.00015330732718767456,8.636016315008959,False,-42.90824509409233,True
942,72,4,14,-2.0,3.0,11,sqrt(2/3),0.816496580927726,48,3.3020411274084444e-27,1.9173899450572456e-22,11.671735565154139,0.00019368673836259873,-16.570549750874356,False,-68.11481115997564,True
943,72,4,14,-2.0,3.0,12,1,1.0,26,6.39572444218215e-31,1.9173899450572456e-22,60260.891511464666,0.999999996789155,-1815687462.7848501,True,-1815687514.3291116,False
944,73,4,15,-2.0,3.5,0,-1,-1.0,26,1.090129108605477e-26,2.1091289395646265e-22,3.8883641450356112,6.452549962376366e-05,42.79012750860856,False,-8.754133900492725,True
945,73,4,15,-2.0,3.5,1,-sqrt(2/3),-0.816496580927726,48,1.0389155125008574e-26,2.1091289395646265e-22,4.0801050423858305,6.770734595768473e-05,42.07430553720302,False,-9.469955871898271,True
946,73,4,15,-2.0,3.5,2,-1/sqrt(2),-0.7071067811865475,48,1.0071479715952234e-26,2.1091289395646265e-22,4.208838795927677,6.98436195822462e-05,41.57182695730775,False,-9.97243445179354,True
947,73,4,15,-2.0,3.5,3,-1/sqrt(3),-0.5773502691896258,48,9.681151375495259e-27,2.1091289395646265e-22,4.378580185667603,7.266039485618352e-05,40.88253354216517,False,-10.661727866936118,True
948,73,4,15,-2.0,3.5,4,-1/2,-0.5,48,9.440795021125679e-27,2.1091289395646265e-22,4.49008515817982,7.451076529308582e-05,40.41322404248621,False,-11.131037366615075,True
949,73,4,15,-2.0,3.5,5,-1/3,-0.3333333333333333,24,8.900866908729517e-27,2.1091289395646265e-22,4.762521311445225,7.903170989840789e-05,39.21174330283571,False,-12.332518106265582,True
950,73,4,15,-2.0,3.5,6,0,0.0,192,7.708376866690264e-27,2.1091289395646265e-22,5.499440226012031,9.126051856215749e-05,35.5744675592657,False,-15.96979384983559,True
951,73,4,15,-2.0,3.5,7,1/3,0.3333333333333333,24,6.293863369261767e-27,2.1091289395646265e-22,6.735600187915195,0.00011177398802682458,28.21496656525533,False,-23.329294843845958,True
952,73,4,15,-2.0,3.5,8,1/2,0.5,48,5.450645577079822e-27,2.1091289395646265e-22,7.777710260297639,0.00012906729456275804,20.796574098550778,False,-30.74768731055051,True
953,73,4,15,-2.0,3.5,9,1/sqrt(3),0.5773502691896258,48,5.011332745148487e-27,2.1091289395646265e-22,8.45958953528353,0.00014038274734969123,15.344667151834855,False,-36.19959425726643,True
954,73,4,15,-2.0,3.5,10,1/sqrt(2),0.7071067811865475,48,4.171743540657065e-27,2.1091289395646265e-22,10.162245272703975,0.00016863748585832335,-0.32525195369711213,False,-51.8695133627984,True
955,73,4,15,-2.0,3.5,11,sqrt(2/3),0.816496580927726,48,3.3020605122194996e-27,2.1091289395646265e-22,12.838853578640844,0.00021305449048948563,-30.873930676858606,False,-82.4181920859599,True
956,73,4,15,-2.0,3.5,12,1,1.0,26,7.035296913762884e-31,2.1091289395646265e-22,60260.891277134266,0.9999999929005567,-1815687448.759201,True,-1815687500.3034625,False
957,74,4,16,-2.0,4.0,0,-1,-1.0,26,1.0901355043298986e-26,2.3008679340686944e-22,4.241886416288972,7.039202866525649e-05,41.35300931953443,False,-10.19125208956686,True
958,74,4,16,-2.0,4.0,1,-sqrt(2/3),-0.816496580927726,48,1.0389216077996147e-26,2.3008679340686944e-22,4.451054281275471,7.386306699656129e-05,40.49198614125888,False,-11.052275267842411,True
959,74,4,16,-2.0,4.0,2,-1/sqrt(2),-0.7071067811865475,48,1.0071538805425108e-26,2.3008679340686944e-22,4.591488545122196,7.619350486220576e-05,39.88809956537369,False,-11.656161843727595,True
960,74,4,16,-2.0,4.0,3,-1/sqrt(3),-0.5773502691896258,48,9.681208175277139e-27,2.3008679340686944e-22,4.776657752973668,7.926629722575209e-05,39.06028025177291,False,-12.48398115732838,True
961,74,4,16,-2.0,4.0,4,-1/2,-0.5,48,9.440850410969567e-27,2.3008679340686944e-22,4.898297515304141,8.128484953868567e-05,38.49699126506532,False,-13.04727014403597,True
962,74,4,16,-2.0,4.0,5,-1/3,-0.3333333333333333,24,8.900919131362346e-27,2.3008679340686944e-22,5.195495900174292,8.621671125631975e-05,37.055953232333884,False,-14.488308176767404,True
963,74,4,16,-2.0,4.0,6,0,0.0,192,7.708422094342539e-27,2.3008679340686944e-22,5.999396215919301,9.955704348507324e-05,32.700005613891165,False,-18.844255795210124,True
964,74,4,16,-2.0,4.0,7,1/3,0.3333333333333333,24,6.293900299976495e-27,2.3008679340686944e-22,7.347918719400662,0.00012193511432551054,23.903160889801036,False,-27.641100519300252,True
965,74,4,16,-2.0,4.0,8,1/2,0.5,48,5.4506775621744685e-27,2.3008679340686944e-22,8.484754794072717,0.00014080035250084634,15.047424719237995,False,-36.496836689863294,True
966,74,4,16,-2.0,4.0,9,1/sqrt(3),0.5773502691896258,48,5.011362153750569e-27,2.3008679340686944e-22,9.22861632815991,0.0001531443705371087,8.543309169982166,False,-43.00095223911912,True
967,74,4,16,-2.0,4.0,10,1/sqrt(2),0.7071067811865475,48,4.171768025659223e-27,2.3008679340686944e-22,11.086043458239383,0.00018396746454596823,-10.13982311061799,False,-61.68408451971928,True
968,74,4,16,-2.0,4.0,11,sqrt(2/3),0.816496580927726,48,3.3020798981555275e-27,2.3008679340686944e-22,14.005957884237633,0.00023242201514064937,-46.53928406833145,False,-98.08354547743274,True
969,74,4,16,-2.0,4.0,12,1,1.0,26,7.674869359284075e-31,2.3008679340686944e-22,60260.89128638366,0.9999999930540457,-1815687449.4035897,True,-1815687500.9478512,False
970,75,5,5,-1.5,-1.5,0,-1,-1.0,13,1.090071547085682e-26,0.0,-0.0006546446453677429,1.0863507439833244e-08,50.34986796040151,False,-1.1943934486997776,True
971,75,5,5,-1.5,-1.5,1,-sqrt(2/3),-0.816496580927726,24,1.038860654967368e-26,0.0,-0.000623889841796006,1.0353146529106643e-08,50.397986725118756,False,-1.1462746839825328,True
972,75,5,5,-1.5,-1.5,2,-1/sqrt(2),-0.7071067811865475,24,1.007094791325375e-26,0.0,-0.0006048127889233674,1.0036572174946023e-08,50.42904158369225,False,-1.115219825409035,True
973,75,5,5,-1.5,-1.5,3,-1/sqrt(3),-0.5773502691896258,24,9.680640181297472e-27,0.0,-0.0005813727801043205,9.647596702531623e-09,50.46856839875998,False,-1.0756930103413112,True
974,75,5,5,-1.5,-1.5,4,-1/2,-0.5,24,9.440296517188056e-27,0.0,-0.0005669388933399203,9.40807341709684e-09,50.49370905019736,False,-1.0505523589039285,True
975,75,5,5,-1.5,-1.5,5,-1/3,-0.3333333333333333,12,8.900396911620561e-27,0.0,-0.0005345151146654058,8.870016681506756e-09,50.5526005858822,False,-0.9916608232190853,True
976,75,5,5,-1.5,-1.5,6,0,0.0,96,7.707969829227967e-27,0.0,-0.0004629036680069936,7.681659778176596e-09,50.69644165782139,False,-0.8478197512799,True
977,75,5,5,-1.5,-1.5,7,1/3,0.3333333333333333,12,6.293531011458704e-27,0.0,-0.00037795926222661345,6.272048944731226e-09,50.89917424758877,False,-0.6450871615125209,True
978,75,5,5,-1.5,-1.5,8,1/2,0.5,24,5.45035773542841e-27,0.0,-0.00032732232268387144,5.431753719916622e-09,51.04301530167132,False,-0.5012461074299708,True
979,75,5,5,-1.5,-1.5,9,1/sqrt(3),0.5773502691896258,24,5.01106809540901e-27,0.0,-0.00030094069559039597,4.9939635321669256e-09,51.12704747093689,False,-0.41721393816440155,True
980,75,5,5,-1.5,-1.5,10,1/sqrt(2),0.7071067811865475,24,4.171523211622724e-27,0.0,-0.0002505216598687548,4.1572843145990745e-09,51.3104153222305,False,-0.23384608687079123,True
981,75,5,5,-1.5,-1.5,11,sqrt(2/3),0.816496580927726,24,3.301886087171143e-27,0.0,-0.00019829542862207498,3.29061557191953e-09,51.544202734858075,False,-5.8674243213374666e-05,True
982,76,5,6,-1.5,-1.0,0,-1,-1.0,26,1.0900779428101036e-26,1.9173899450738107e-23,0.3529091120623725,5.856353964861188e-06,50.28758988675825,False,-1.2566715223430407,True
983,76,5,6,-1.5,-1.0,1,-sqrt(2/3),-0.816496580927726,48,1.038866750226389e-26,1.9173899450738107e-23,0.37036887979334304,6.146090263760586e-06,50.32939449894185,False,-1.2148669101594365,True
984,76,5,6,-1.5,-1.0,2,-1/sqrt(2),-0.7071067811865475,48,1.0071007002072379e-26,1.9173899450738107e-23,0.38208984038532195,6.340593867347579e-06,50.35603957629097,False,-1.1882218328103207,True
985,76,5,6,-1.5,-1.0,3,-1/sqrt(3),-0.5773502691896258,48,9.680696980097202e-27,1.9173899450738107e-23,0.39754290922290486,6.597029980394887e-06,50.38954251818107,False,-1.154718890920222,True
986,76,5,6,-1.5,-1.0,4,-1/2,-0.5,48,9.440351905840466e-27,1.9173899450738107e-23,0.4076933224349239,6.765471118997964e-06,50.41059642108771,False,-1.133664988013578,True
987,76,5,6,-1.5,-1.0,5,-1/3,-0.3333333333333333,24,8.900449132568388e-27,1.9173899450738107e-23,0.4324908841874191,7.176974517817684e-06,50.45907067903944,False,-1.0851907300618464,True
988,76,5,6,-1.5,-1.0,6,0,0.0,192,7.70801505396173e-27,1.9173899450738107e-23,0.49955175893901876,8.2898169078696e-06,50.571659917779805,False,-0.972601491321484,True
989,76,5,6,-1.5,-1.0,7,1/3,0.3333333333333333,24,6.2935679374075205e-27,1.9173899450738107e-23,0.6120124354845712,1.0156046785385815e-05,50.71188884115233,False,-0.8323725679489584,True
990,76,5,6,-1.5,-1.0,8,1/2,0.5,48,5.450389714331958e-27,1.9173899450738107e-23,0.7068001968177137,1.1729003285884322e-05,50.793226228844105,False,-0.7510351802571833,True
991,76,5,6,-1.5,-1.0,9,1/sqrt(3),0.5773502691896258,48,5.011097496930013e-27,1.9173899450738107e-23,0.7688161162015027,1.275812711112456e-05,50.83150253865497,False,-0.712758870446315,True
992,76,5,6,-1.5,-1.0,10,1/sqrt(2),0.7071067811865475,48,4.1715476874189546e-27,1.9173899450738107e-23,0.9236561072882615,1.5327620968681132e-05,50.883839184010526,False,-0.6604222250907625,True
993,76,5,6,-1.5,-1.0,11,sqrt(2/3),0.816496580927726,48,3.301905460731348e-27,1.9173899450738107e-23,1.1670430473371387,1.9366508100330934e-05,50.863202149944506,False,-0.6810592591567826,True
994,76,5,6,-1.5,-1.0,12,1,1.0,26,6.395727452058361e-32,1.9173899450738107e-23,60260.863152802674,0.9999995261910407,-1815685751.5644135,True,-1815685803.108675,False
995,77,5,7,-1.5,-0.5,0,-1,-1.0,26,1.0900843385345254e-26,3.8347798901144907e-23,0.7064687199173538,1.1723502588981547e-05,50.100307414135415,False,-1.4439539949658737,True
996,77,5,7,-1.5,-0.5,1,-sqrt(2/3),-0.816496580927726,48,1.0388728454890224e-26,3.8347798901144907e-23,0.7413572960531312,1.2302461431917317e-05,50.12316986509039,False,-1.421091544010899,True
997,77,5,7,-1.5,-0.5,2,-1/sqrt(2),-0.7071067811865475,48,1.007106609095049e-26,3.8347798901144907e-23,0.7647800028669165,1.2691149786023768e-05,50.13658580575206,False,-1.407675603349226,True
998,77,5,7,-1.5,-0.5,3,-1/sqrt(3),-0.5773502691896258,48,9.680753778986223e-27,3.8347798901144907e-23,0.7956625194718454,1.3203630032020372e-05,50.15201741085747,False,-1.3922439982438206,True
999,77,5,7,-1.5,-0.5,4,-1/2,-0.5,48,9.4404072946012e-27,3.8347798901144907e-23,0.8159487930666133,1.3540270812148428e-05,50.16081125999576,False,-1.3834501491055278,True
1000,77,5,7,-1.5,-0.5,5,-1/3,-0.3333333333333333,24,8.900501353669407e-27,3.8347798901144907e-23,0.8655112021809966,1.4362734730489513e-05,50.17803417371551,False,-1.3662272353857787,True
1001,77,5,7,-1.5,-0.5,6,0,0.0,192,7.708060278960832e-27,3.8347798901144907e-23,0.9995605541305521,1.6587218108629392e-05,50.19686937977048,False,-1.3473920293308055,True
1002,77,5,7,-1.5,-0.5,7,1/3,0.3333333333333333,24,6.293604863789633e-27,3.8347798901144907e-23,1.2243956440810884,2.031824636907009e-05,50.149590237820235,False,-1.394671171281054,True
1003,77,5,7,-1.5,-0.5,8,1/2,0.5,48,5.4504216937983724e-27,3.8347798901144907e-23,1.4139194180334844,2.3463300625491232e-05,50.043419560253575,False,-1.5008418488477133,True
1004,77,5,7,-1.5,-0.5,9,1/sqrt(3),0.5773502691896258,48,5.011126899094796e-27,3.8347798901144907e-23,1.5379241476876073,2.552109841350389e-05,49.9444304395072,False,-1.5998309695940875,True
1005,77,5,7,-1.5,-0.5,10,1/sqrt(2),0.7071067811865475,48,4.1715721640521485e-27,3.8347798901144907e-23,1.8475518942055165,3.065921930348169e-05,49.603679617883515,False,-1.9405817912177739,True
1006,77,5,7,-1.5,-0.5,11,sqrt(2/3),0.816496580927726,48,3.301924835416711e-27,3.8347798901144907e-23,2.3342706920520246,3.873607950378475e-05,48.8197811875155,False,-2.724480221585786,True
1007,77,5,7,-1.5,-0.5,12,1,1.0,26,1.279144630446954e-31,3.8347798901144907e-23,60260.90366545786,1.0000001984787223,-1815688193.5859509,True,-1815688245.1302123,False
1008,78,5,8,-1.5,0.0,0,-1,-1.0,26,1.0900907342589471e-26,5.752169835188301e-23,1.0600241790048202,1.7590582366335825e-05,49.78802494304293,False,-1.7562364660583611,True
1009,78,5,8,-1.5,0.0,1,-sqrt(2/3),-0.816496580927726,48,1.0388789407552685e-26,5.752169835188301e-23,1.1123413590231441,1.8458760359361176e-05,49.77931766862468,False,-1.7649437404766104,True
1010,78,5,8,-1.5,0.0,2,-1/sqrt(2),-0.7071067811865475,48,1.0071125179888078e-26,5.752169835188301e-23,1.1474656747413476,1.9041631185272247e-05,49.770685427609145,False,-1.7735759814921437,True
1011,78,5,8,-1.5,0.0,3,-1/sqrt(3),-0.5773502691896258,48,9.680810577964538e-27,5.752169835188301e-23,1.1937774580516889,1.981015255958398e-05,49.75599865643847,False,-1.788262752662817,True
1012,78,5,8,-1.5,0.0,4,-1/2,-0.5,48,9.440462683470258e-27,5.752169835188301e-23,1.2241994730861063,2.0314991007434513e-05,49.74435943430245,False,-1.7999019747988356,True
