virtual_index,energy_eV,frequency_Hz,tau,A_photons_per_H_per_dlnnu_per_occupation,Dfplus,Dfbar,Dfeq,Dfminus,transport_flux_sInv_per_H,collision_flux_sInv_per_H,direct_flux_sInv_per_H,schur_flux_sInv_per_H
210,10.598912,2562805519380474.5,0.0030957090954729224,62756758771731.16,3.6635390933857e-16,3.6831468105761276e-16,1.6344288521976145e-15,3.702734304940753e-16,1.2224171340291798e-17,1.222417134029177e-17,1.2224171340291644e-17,1.2224171340291798e-17
211,10.605929,2564502222431645.0,0.0031082241037695708,62881485474813.5,3.593674089593616e-16,3.612790526037767e-16,1.5906973897055335e-15,3.6318871666835757e-16,1.1941550333631173e-17,1.1941550333631221e-17,1.1941550333631173e-17,1.1941550333631327e-17
212,10.612946,2566198925482816.5,0.003121409240114543,63006377328271.305,3.5253408646149473e-16,3.543981290146686e-16,1.5481367094442843e-15,3.5626023309672895e-16,1.166729991630524e-17,1.1667299916305226e-17,1.1667299916305084e-17,1.1667299916305084e-17
213,10.619935,2567888858164109.5,0.0031352440449087192,63130935096267.4,3.4586138292902616e-16,3.4767951810093738e-16,1.506878350867814e-15,3.4949575416632364e-16,1.1402430119969519e-17,1.1402430119969516e-17,1.1402430119969519e-17,1.1402430119969519e-17
214,10.626897,2569572262274448.5,0.0031496915215438437,63255174772795.72,3.393439042516468e-16,3.4111772596555142e-16,1.4668730739428908e-15,3.4288968632650368e-16,1.1146384254267945e-17,1.1146384254267919e-17,1.1146384254267636e-17,1.1146384254267636e-17
215,10.633833,2571249379612758.5,0.0031647153659855117,63379112450415.21,3.329765292863614e-16,3.3470753834390724e-16,1.4280738059479129e-15,3.36436722314098e-16,1.0898642079401527e-17,1.0898642079401501e-17,1.0898642079401218e-17,1.0898642079401372e-17
216,10.64074,2572919484782267.0,0.003180283762195419,63502692704911.41,3.2675596589635804e-16,3.2844560982776903e-16,1.3904570157858426e-15,3.301334635259928e-16,1.0658917588337403e-17,1.0658917588337465e-17,1.0658917588337403e-17,1.0658917588337403e-17
217,10.647621,2574583303179745.5,0.0031963669907970737,63625967399444.67,3.2067667653392526e-16,3.223263068039223e-16,1.353967503733833e-15,3.239741804021384e-16,1.0426669860558698e-17,1.042666986055869e-17,1.042666986055854e-17,1.042666986055854e-17
218,10.654475,2576240593006270.5,0.0032129395322013257,63748916880450.0,3.147349468408279e-16,3.1634585741538565e-16,1.3185735021413618e-15,3.1795504366083303e-16,1.0201584959411619e-17,1.0201584959411607e-17,1.0201584959411462e-17,1.0201584959411619e-17
219,10.661301,2577891112462918.0,0.003229974971625475,63871521406814.63,3.0892719692367093e-16,3.1050062686405096e-16,1.2842440068320723e-15,3.1207236366975365e-16,9.98336263561797e-18,9.983362635617925e-18,9.983362635617657e-18,9.983362635617812e-18
220,10.668127,2579541631919565.0,0.0032474327078087883,63994283031184.11,3.032393358861079e-16,3.0477625557117417e-16,1.2508086650816187e-15,3.0631151247539924e-16,9.7704206855973e-18,9.770420685597337e-18,9.7704206855973e-18,9.7704206855973e-18
221,10.674899,2581179094234305.0,0.003265326926277319,64116228834948.57,2.976879955974778e-16,2.9918973387644487e-16,1.2184982624140251e-15,3.0068983848926795e-16,9.564930954858782e-18,9.564930954858765e-18,9.564930954858782e-18,9.564930954858782e-18
222,10.681671,2582816556549044.5,0.0032836031399692046,64238329458180.83,2.922497323654937e-16,2.9371716561947377e-16,1.1870228135950184e-15,2.9518299359613845e-16,9.364204532680837e-18,9.364204532680785e-18,9.364204532680523e-18,9.364204532680523e-18
223,10.688416,2584447490292831.0,0.0033022618176912844,64360097257877.29,2.86931357432335e-16,2.8836551914329687e-16,1.1564813105928384e-15,2.897981030637737e-16,9.169206666600406e-18,9.169206666600434e-18,9.169206666600248e-18,9.169206666600406e-18
224,10.695134,2586071895465663.5,0.0033212825805566744,64481530484917.63,2.817296101051946e-16,2.8313148853229964e-16,1.12684340815852e-15,2.845318158068572e-16,8.979688258039343e-18,8.979688258039332e-18,8.979688258039184e-18,8.979688258039184e-18
225,10.701824,2587689530268618.5,0.0033406537598271078,64602609285456.91,2.766416828768688e-16,2.780122335599827e-16,1.0980840620987938e-15,2.793812589142053e-16,8.795475610503398e-18,8.79547561050343e-18,8.795475610503398e-18,8.795475610503398e-18
226,10.708514,2589307165071573.0,0.003360342610513118,64723839559941.2,2.7165526368812656e-16,2.7299521734270574e-16,1.0700589572309216e-15,2.7433367093656785e-16,8.615228382125667e-18,8.61522838212573e-18,8.615228382125508e-18,8.615228382125667e-18
227,10.71515,2590911742732620.5,0.003380367764315799,64844241032278.84,2.6678569632068024e-16,2.6809610819859877e-16,1.0429668359159823e-15,2.69405044350168e-16,8.440934461494318e-18,8.440934461494284e-18,8.440934461494318e-18,8.440934461494318e-18
228,10.721786,2592516320393668.5,0.003400685993202622,64964791728695.27,2.6201218449464944e-16,2.6329372292760196e-16,1.0165608551927116e-15,2.645738094804833e-16,8.270266635594538e-18,8.270266635594517e-18,8.270266635594221e-18,8.27026663559438e-18
229,10.728395,2594114369483762.5,0.0034212997897332467,65085000344869.45,2.5734117485706944e-16,2.5859465338006277e-16,9.909269558063404e-16,2.598467032093753e-16,8.104125230745528e-18,8.104125230745603e-18,8.104125230745528e-18,8.104125230745687e-18
230,10.734977,2595705890002903.0,0.0034421996976249933,65204865156373.04,2.5277001541026537e-16,2.539962175651167e-16,9.660403718162877e-16,2.552210135827244e-16,7.942347760006903e-18,7.942347760006841e-18,7.942347760006743e-18,7.942347760006743e-18
231,10.741531,2597290640152165.0,0.0034633740641461836,65324366199538.56,2.482964473256259e-16,2.494961330225348e-16,9.418808312732752e-16,2.506944345319592e-16,7.784809273286693e-18,7.784809273286736e-18,7.784809273286532e-18,7.784809273286532e-18
232,10.748058,2598868861730474.0,0.003484815607731174,65443519960412.83,2.4391766726279333e-16,2.450915638798569e-16,9.18421428537573e-16,2.4626409768430407e-16,7.631330129029251e-18,7.631330129029192e-18,7.63133012902909e-18,7.63133012902909e-18
233,10.754585,2600447083308783.0,0.0035064988949260064,65562818526809.055,2.3962334537754457e-16,2.407719992762279e-16,8.95546481188741e-16,2.4191931137479653e-16,7.480816086331478e-18,7.480816086331501e-18,7.480816086331478e-18,7.480816086331478e-18
234,10.761058,2602012247745184.5,0.003528444954978513,65681273197303.695,2.3542738061916094e-16,2.3655162517359123e-16,8.734235720537112e-16,2.3767454822709743e-16,7.335047646070584e-18,7.335047646070629e-18,7.335047646070424e-18,7.335047646070584e-18
235,10.767531,2603577412181586.0,0.0035506190025303796,65799870459444.484,2.3131155145325033e-16,2.3241189179052076e-16,8.518473048865209e-16,2.3351093060182923e-16,7.192022748245184e-18,7.192022748245214e-18,7.192022748245184e-18,7.192022748245184e-18
236,10.773976,2605135806248109.5,0.0035730267238217104,65918096462969.586,2.272821008299466e-16,2.2835917839877736e-16,8.30894020371026e-16,2.2943497392234713e-16,7.05259585897121e-18,7.052595858971192e-18,7.05259585897121e-18,7.05259585897121e-18
237,10.780395,2606687913542604.0,0.0035956620399380575,66035986201849.85,2.2333632625046027e-16,2.2439075083472375e-16,8.105376460270667e-16,2.254439123913309e-16,6.916588091262218e-18,6.916588091262253e-18,6.916588091262218e-18,6.916588091262218e-18
238,10.786813,2608239779038174.0,0.003618506353166686,66153998016596.92,2.194654216001256e-16,2.2049765367666846e-16,7.906831546227446e-16,2.215286414577825e-16,6.783088999173991e-18,6.783088999173953e-18,6.78308899917391e-18,6.78308899917391e-18
239,10.821625,2616657283187720.0,0.03748099417302293,66796558493253.71,1.9159338150737283e-16,2.0083971558783359e-16,6.91164686883974e-16,2.099712488994111e-16,6.10063597117249e-17,6.10063597117249e-17,6.100635971172392e-17,6.100635971172425e-17
240,10.883334,2631578453001701.5,0.039975085481139,67945784718818.09,1.6206076467128257e-16,1.69604608486228e-16,5.44533978963038e-16,1.770485983054827e-16,5.0608946033645174e-17,5.060894603364514e-17,5.0608946033644256e-17,5.060894603364459e-17
241,10.942976,2645999824439344.5,0.04263248642504734,69068971096171.73,1.37746904065626e-16,1.4394061213570464e-16,4.324535060616197e-16,1.500469260993737e-16,4.2219665321476045e-17,4.2219665321476027e-17,4.221966532147528e-17,4.221966532147554e-17
242,11.000687,2659954282154341.0,0.04544396259936409,70167510806640.586,1.1761944792798936e-16,1.2273133727014351e-16,3.4601575120244675e-16,1.2776637648374988e-16,3.5383157299313656e-17,3.538315729931365e-17,3.5383157299312966e-17,3.5383157299313225e-17
243,11.056549,2673461653658476.0,0.04841206447333776,71241889775859.12,1.0087909445204467e-16,1.0511815697120177e-16,2.7884072057941363e-16,1.0928936240191894e-16,2.977633035431192e-17,2.977633035431193e-17,2.97763303543114e-17,2.9776330354311614e-17
244,11.110616,2686534996093656.5,0.05154812685407621,72292136538266.69,8.689592053277749e-17,9.042725209045534e-17,2.262712721569451e-16,9.389842531153258e-17,2.5157668168957e-17,2.5157668168956984e-17,2.5157668168956466e-17,2.5157668168956645e-17
245,11.162969,2699193895172743.5,0.05487094060829637,73318876652389.69,7.516463411018349e-17,7.811915033836205e-17,1.8483293622777673e-16,8.102011991780801e-17,2.1335589429433265e-17,2.133558942943327e-17,2.1335589429432815e-17,2.133558942943295e-17
246,11.213691,2711458420206446.5,0.05840652540081908,74322857780306.47,6.528063666811155e-17,6.776275781244084e-17,1.519380583798829e-16,7.019702349882544e-17,1.815910155368783e-17,1.8159101553687814e-17,1.815910155368742e-17,1.81591015536876e-17
247,11.262835,2723341386537749.0,0.06218857264994208,75304306195356.34,5.692032285795026e-17,5.901415023875213e-17,1.2566142219804901e-16,6.106502157211144e-17,1.551096037371571e-17,1.5510960373715706e-17,1.551096037371534e-17,1.5510960373715478e-17
248,11.310483,2734862621678435.0,0.06625941846874976,76264091354233.4,4.9819812763620346e-17,5.159302127795813e-17,1.0453166402000946e-16,5.3327496446233566e-17,1.3294329333351134e-17,1.3294329333351142e-17,1.3294329333350831e-17,1.3294329333350946e-17
249,11.35669,2746035424569337.0,0.070671788205087,77202605888077.62,4.376649053973275e-17,4.5274023853242014e-17,8.744034878863358e-17,4.6746460124953624e-17,1.1433250045594233e-17,1.1433250045594224e-17,1.1433250045593925e-17,1.1433250045594044e-17
250,11.40151,2756872852352361.5,0.07549122462197846,78120275060913.77,3.858668676256415e-17,3.9873312418473126e-17,7.353656666977192e-17,4.112796705075572e-17,9.86602568999698e-18,9.866025689996977e-18,9.866025689996716e-18,9.866025689996812e-18
251,11.445025,2767394732539293.5,0.08079952016579016,79018154667698.38,3.413708203837231e-17,3.5239167279794134e-17,6.215622547663715e-17,3.6311967424951874e-17,8.540615471761163e-18,8.540615471761171e-18,8.540615471760944e-18,8.540615471761018e-18
252,11.487234,2777600823331210.0,0.08669981123082471,79895634491663.22,3.030300143131002e-17,3.1250780238540374e-17,5.280284974834753e-17,3.2171561789443915e-17,7.419183136680971e-18,7.419183136680956e-18,7.419183136680751e-18,7.419183136680823e-18
253,11.528219,2787510952239895.0,0.0933231717380433,80753861865772.52,2.6986400215895773e-17,2.7804544752389965e-17,4.506962267892997e-17,2.859763204830497e-17,6.4661718785673045e-18,6.466171878567294e-18,6.4661718785671065e-18,6.4661718785671805e-18
254,11.568008,2797131889635227.0,0.10083869000786747,81592903366219.34,2.4108008856339202e-17,2.4817030895408925e-17,3.8647135340780215e-17,2.5502618471282427e-17,5.654978428721099e-18,5.654978428721098e-18,5.654978428720911e-18,5.654978428720986e-18
255,11.606681,2806482979431142.0,0.10946750671967892,82413961684441.72,2.1600483394028222e-17,2.221720727408612e-17,3.328306236755007e-17,2.281183496083098e-17,4.961316204046806e-18,4.961316204046807e-18,4.961316204046642e-18,4.961316204046705e-18
256,11.64424,2815564705225488.5,0.11950461732587138,83216623548384.81,1.940969283654409e-17,1.9948347529098045e-17,2.878713638251926e-17,2.046596891609637e-17,4.368309950996382e-18,4.368309950996382e-18,4.368309950996216e-18,4.36830995099628e-18
257,11.680765,2824396410932203.5,0.1313500591123318,84002170197271.95,1.7488374137432972e-17,1.7960678400290332e-17,2.4998194491954827e-17,1.841275229207709e-17,3.858922797729658e-18,3.858922797729654e-18,3.858922797729503e-18,3.858922797729555e-18
258,11.716256,2832978096551287.0,0.1455603652313849,84770199179408.05,1.5798549314491788e-17,1.6214534825207808e-17,2.1794846486533316e-17,1.6610821518019286e-17,3.421926725496438e-18,3.4219267254964325e-18,3.4219267254962823e-18,3.4219267254963343e-18
259,11.750796,2841329831393448.5,0.16292865906433418,85522129552516.88,1.4306580921702405e-17,1.4674535450271922e-17,1.9071934227037734e-17,1.5023043207772003e-17,3.0450733007974115e-18,3.0450733007974065e-18,3.0450733007972544e-18,3.0450733007973067e-18
260,11.784356,2849444603289885.5,0.1846220244482363,86256971892091.27,1.2985815291443311e-17,1.3313077533354586e-17,1.6752518301741565e-17,1.3620811809072713e-17,2.722020940366795e-18,2.722020940366796e-18,2.722020940366643e-18,2.7220209403667027e-18
261,11.817047,2857349251921185.5,0.2124175548741838,86976821934058.6,1.1811402237232152e-17,1.2103986907347492e-17,1.4764668624677097e-17,1.237657774192575e-17,2.442939861953796e-18,2.4429398619537975e-18,2.442939861953649e-18,2.4429398619537023e-18
262,11.848839,2865036523319621.5,0.24914423337246752,87680706685508.77,1.076413076625623e-17,1.10275566652437e-17,1.305797822188651e-17,1.1269998588408935e-17,2.2042812528072126e-18,2.2042812528072137e-18,2.204281252807058e-18,2.2042812528071186e-18
263,11.879816,2872526728594828.0,0.29954323707809033,88370189992772.64,9.825919601669714e-18,1.0064931271042911e-17,1.1584997773037461e-17,1.028124524225113e-17,1.999649166151696e-18,1.999649166151697e-18,1.9996491661515337e-18,1.999649166151601e-18
264,11.90995,2879813097376927.0,0.3721064605464893,89044369063943.3,8.982138468373928e-18,9.20148171463948e-18,1.0311713399179317e-17,9.395262850894614e-18,1.8281557767980353e-18,1.8281557767980333e-18,1.8281557767978646e-18,1.8281557767979263e-18
265,11.939295,2886908686807825.0,0.48338085668212416,89704183043550.84,8.218508008952039e-18,8.423035435003018e-18,9.206405972529163e-18,8.597174330480962e-18,1.6880887926039011e-18,1.6880887926039046e-18,1.6880887926037087e-18,1.6880887926037842e-18
266,11.967906,2893826795828354.0,0.6694998517145071,90350623636784.6,7.521724608154516e-18,7.717204169639059e-18,8.242932295988244e-18,7.87369951078744e-18,1.5804063371538617e-18,1.5804063371538658e-18,1.5804063371536472e-18,1.5804063371537302e-18
267,11.995755,2900560654068636.5,1.0232356477403308,90982822986593.97,6.876987961252645e-18,7.073354273391184e-18,7.402065078354073e-18,7.213336574688093e-18,1.520810001418034e-18,1.5208100014180298e-18,1.5208100014177762e-18,1.5208100014178738e-18
268,12.022925,2907130330839381.5,1.8509035548157218,91602443811425.53,6.259536743767701e-18,6.4800550002529835e-18,6.6644559362313635e-18,6.600845091681429e-18,1.553745490445785e-18,1.5537454904457943e-18,1.5537454904454694e-18,1.553745490445585e-18
269,12.049387,2913528813971786.0,4.755687612779165,92208616488645.64,5.663553390871722e-18,5.9431674944423314e-18,6.016809182500575e-18,6.013770254554454e-18,1.6048500891928126e-18,1.604850089192831e-18,1.6048500891924771e-18,1.6048500891926043e-18
270,12.075196,2919769402406683.5,41.209389229913,92802401025068.58,5.292397711994987e-18,5.442128028723664e-18,5.44585179373468e-18,5.44585179373468e-18,7.077234204374061e-19,7.077234204373788e-19,7.077234204371005e-19,7.077234204372142e-19
271,12.10038,2925858866513950.0,31.881673532205273,93384258258844.28,4.644707780476189e-18,4.931732666930039e-18,4.941027010585169e-18,4.941027010585165e-18,1.3751795980961678e-18,1.3751795980962165e-18,1.375179598095889e-18,1.375179598095989e-18
272,12.124939,2931797206293586.0,3.3757170021355396,93954012736155.88,3.901482774215146e-18,4.3243926931049156e-18,4.493879938932437e-18,4.473623751600238e-18,2.671433066692558e-18,2.671433066692552e-18,2.6714330666923096e-18,2.6714330666924032e-18
273,12.148872,2937584179946668.5,1.1076274318532195,94511469415492.67,3.0794164835544322e-18,3.481839162529577e-18,4.097146442018114e-18,3.760947705334913e-18,3.201077449889304e-18,3.201077449889301e-18,3.2010774498891445e-18,3.201077449889206e-18
274,12.172261,2943239614984980.5,0.510781290445515,95058381226966.86,2.455099305114263e-18,2.7345715375765454e-18,3.743357625141499e-18,2.9703683647041725e-18,2.434167108984129e-18,2.434167108984129e-18,2.4341671089840415e-18,2.4341671089840742e-18
275,12.195079,2948756982837570.0,0.2784274920170351,95593970485652.39,2.0299857292796497e-18,2.207703428721883e-18,3.4277425842278944e-18,2.3696781715097698e-18,1.6137724432402468e-18,1.6137724432402478e-18,1.6137724432401993e-18,1.6137724432402175e-18
276,12.217326,2954136283504436.0,0.16794645089197763,96118090346701.19,1.7439384529197224e-18,1.8553308802996752e-18,3.145750757443098e-18,1.960659891446422e-18,1.035220631943916e-18,1.0352206319439154e-18,1.0352206319438865e-18,1.0352206319438975e-18
277,12.239083,2959397102698440.5,0.10870249682462062,96632515758016.27,1.5467506192603302e-18,1.6173148739096281e-18,2.8925170103036605e-18,1.685368275442452e-18,6.656834318196577e-19,6.656834318196573e-19,6.6568343181963925e-19,6.656834318196457e-19
278,12.260324,2964533153647553.0,0.0743554670747369,97136508314664.95,1.4055541933155536e-18,1.4512407237987036e-18,2.665067755891551e-18,1.495808869234759e-18,4.356905192995597e-19,4.356905192995596e-19,4.356905192995476e-19,4.356905192995522e-19
279,12.281047,2969543952753925.5,0.053385180256504405,97629895972798.23,1.2998998667721609e-18,1.3303354959113474e-18,2.460507874270793e-18,1.3602343229118022e-18,2.927346552937891e-19,2.9273465529378895e-19,2.9273465529378067e-19,2.9273465529378346e-19
280,12.301309,2974443282556238.0,0.04015677008108855,98113920452338.66,1.217138042391053e-18,1.238111855255834e-18,2.2757638556375358e-18,1.2588067951945625e-18,2.031734904863768e-19,2.0317349048637705e-19,2.0317349048637118e-19,2.0317349048637305e-19
281,12.321108,2979230659456642.0,0.031674900185877534,98588427451934.92,1.1495515538970122e-18,1.1645827316485877e-18,2.1086895067107353e-18,1.1794560417619164e-18,1.465170679152847e-19,1.4651706791528497e-19,1.4651706791527998e-19,1.4651706791528186e-19
282,12.340472,2983912853825015.0,0.02624339335803921,99053986602692.5,1.092274732886883e-18,1.1035247495842763e-18,1.957151028442852e-18,1.114676783103728e-18,1.1027717598148822e-19,1.102771759814883e-19,1.1027717598148538e-19,1.1027717598148632e-19
283,12.359373,2988483095291480.0,0.02285211811693618,99509825343677.42,1.0423101798696063e-18,1.051125324737018e-18,1.8196928928407887e-18,1.05987357671676e-18,8.685611278576675e-20,8.685611278576671e-20,8.685611278576389e-20,8.685611278576484e-20
284,12.377867,2992954924595791.5,0.020877222800521483,99957199949834.25,9.976110797437478e-19,1.0048348345990147e-18,1.6944578690552206e-18,1.0120084934824616e-18,7.151950130423432e-20,7.151950130423473e-20,7.151950130423241e-20,7.151950130423336e-20
285,12.395926,2997321571368072.5,0.019920556250884642,100395343773044.02,9.56950806164131e-19,9.631194337156164e-19,1.5803928637467377e-18,9.692472362492424e-19,6.135055931303326e-20,6.13505593130336e-20,6.135055931303133e-20,6.135055931303229e-20
286,12.413603,3001595850951306.5,0.01972471841116941,100825457778068.0,9.19406382734693e-19,9.248606892160265e-19,1.476091328901182e-18,9.302792518820914e-19,5.448039834404695e-20,5.448039834404732e-20,5.448039834404502e-20,5.448039834404599e-20
287,12.4309,3005778246943340.5,0.02012105456202514,101247513110749.02,8.84410868409906e-19,8.893697692235467e-19,1.380628989500951e-18,8.942955219852056e-19,4.9736100096186104e-20,4.973610009618615e-20,4.9736100096184166e-20,4.9736100096185135e-20
288,12.447817,3009868759344176.0,0.021000671209740685,101661433944161.8,8.515749721343242e-19,8.561798024688479e-19,1.2931914771004165e-18,8.6075251062808e-19,4.636693155451051e-20,4.6366931554510424e-20,4.6366931554508564e-20,4.636693155450905e-20
289,12.464379,3013873433126916.5,0.02229691300277353,102067760098819.69,8.2058990539269e-19,8.249315370008355e-19,1.212927607274549e-18,8.292410200170009e-19,4.388201493425354e-20,4.3882014934253706e-20,4.388201493425158e-20,4.388201493425256e-20
290,12.480561,3017786223318458.5,0.023973550352688056,102465807776766.02,7.912880722217404e-19,7.954265300573288e-19,1.1393045248237851e-18,7.995320486444554e-19,4.19799212516616e-20,4.1979921251661587e-20,4.1979921251659637e-20,4.1979921251660124e-20
291,12.496417,3021620187060708.0,0.02602045579221247,102856838956106.5,7.634515147782332e-19,7.674247010062643e-19,1.0714954804475025e-18,7.713635750523875e-19,4.04434942376433e-20,4.044349423764352e-20,4.044349423764183e-20,4.044349423764232e-20
292,12.511946,3025375082554742.0,0.028448730377011986,103240768899252.58,7.369680350645408e-19,7.408010507940998e-19,1.0089977411134705e-18,7.445978903954436e-19,3.914654554899832e-20,3.914654554899841e-20,3.914654554899634e-20,3.914654554899684e-20
293,12.527122,3029044623028530.0,0.03129086318450662,103616893378907.9,7.117735734008536e-19,7.1548454571099045e-19,9.514460628357123e-19,7.191570129500119e-19,3.802027039040453e-20,3.8020270390404414e-20,3.802027039040255e-20,3.802027039040304e-20
294,12.541998,3032641623825055.5,0.034604163983389474,103986468143331.84,6.8772928112998145e-19,6.913296041709508e-19,8.982225179662818e-19,6.948886374459564e-19,3.6997869458406405e-20,3.699786945840635e-20,3.699786945840442e-20,3.699786945840491e-20
295,12.556576,3036166568542167.0,0.03847386111543231,104349491024286.72,6.647677259142289e-19,6.682659792401058e-19,8.489582627678786e-19,6.717196557353067e-19,3.6051357687037674e-20,3.605135768703778e-20,3.6051357687035676e-20,3.6051357687036176e-20
296,12.570854,3039618973582016.0,0.04302222276327439,104705861303761.23,6.428319529050135e-19,6.462354896535555e-19,8.03331353075402e-19,6.495905661363371e-19,3.5168552876108045e-20,3.5168552876108015e-20,3.516855287610554e-20,3.516855287610654e-20
297,12.584806,3042992552172573.0,0.04842214239872237,105054877719573.14,6.218901613988532e-19,6.252072843278723e-19,7.611189869394027e-19,6.284712972163615e-19,3.435919542623367e-20,3.4359195426233726e-20,3.435919542623116e-20,3.435919542623217e-20
298,12.598513,3046306890026698.5,0.054921562939878994,105398519767762.73,6.018107386251551e-19,6.050465431589112e-19,7.218114437567449e-19,6.082236494625077e-19,3.359043466637935e-20,3.359043466637941e-20,3.359043466637683e-20,3.359043466637784e-20
299,12.611921,3049548930002486.0,0.06287677732782496,105735389969179.19,5.825962149916208e-19,5.857593079296561e-19,6.8532838448093725e-19,5.888567976466728e-19,3.289735909608058e-20,3.289735909608054e-20,3.289735909607754e-20,3.289735909607856e-20
300,12.625084,3052731729241842.5,0.07281826440404175,106066802143359.11,5.641481714452456e-19,5.672459502700173e-19,6.513082960467448e-19,5.702694455664393e-19,3.2266154878677444e-20,3.2266154878677654e-20,3.22661548786744e-20,3.2266154878675416e-20
301,12.637975,3055848759173814.5,0.08555736817931488,106392036508771.42,5.464422093126474e-19,5.494856799394403e-19,6.19630132122323e-19,5.524435840337946e-19,3.173114744190063e-20,3.173114744190079e-20,3.1731147441897065e-20,3.1731147441898594e-20
302,12.650594,3058900019798401.0,0.1023904194204766,106711051722893.7,5.294233683615286e-19,5.324270781741712e-19,5.901145067634531e-19,5.353300083700741e-19,3.1323898887730933e-20,3.132389888773069e-20,3.1323898887726847e-20,3.132389888772838e-20
303,12.662996,3061898810056434.5,0.12549789699974045,107025201788448.83,5.129931664604323e-19,5.159723610291084e-19,5.6247789175420915e-19,5.188295127652892e-19,3.1042237619264466e-20,3.104223761926461e-20,3.1042237619259855e-20,3.104223761926191e-20
304,12.675126,3064831831007084.0,0.15879096876260781,107333057765223.9,4.971308538876898e-19,5.001126291614847e-19,5.367007070859435e-19,5.029407102264764e-19,3.099023046939166e-20,3.0990230469391476e-20,3.099023046938601e-20,3.0990230469388063e-20
305,12.687038,3067712139792255.0,0.2099102249040784,107635954951733.88,4.817173501255061e-19,4.847371515227278e-19,5.125375794928557e-19,4.875529442131453e-19,3.121536045631469e-20,3.1215360456314434e-20,3.121536045630748e-20,3.121536045631006e-20
306,12.698732,3070539736411949.5,0.2955731299660067,107933862640227.44,4.666526154292681e-19,4.697701311114275e-19,4.898758357072957e-19,4.725953214668409e-19,3.187629797018863e-20,3.187629797018833e-20,3.187629797017985e-20,3.187629797018295e-20
307,12.710182,3073308334094136.5,0.4587900213963267,108226086472826.62,4.517785655426763e-19,4.551207371857322e-19,4.686586765585125e-19,4.579896370371764e-19,3.340599356506917e-20,3.340599356506916e-20,3.340599356505726e-20,3.34059935650614e-20
308,12.721414,3076024219610846.5,0.8418913163933249,108513258586297.89,4.366764823363055e-19,4.405849999415515e-19,4.487392190661502e-19,4.435414486092736e-19,3.702091288066664e-20,3.7020912880666094e-20,3.702091288064898e-20,3.7020912880655736e-20
309,12.732456,3078694163331957.0,2.191596454943825,108796067649454.89,4.1975302571716817e-19,4.258367016482882e-19,4.299829097589216e-19,4.288398407138918e-19,4.913045598920804e-20,4.913045598920748e-20,4.9130455989181484e-20,4.9130455989191113e-20
310,12.74328,3081311394887589.5,19.21181676671175,109073769771784.9,4.0746079402180306e-19,4.1210386183405863e-19,4.1235880991801574e-19,4.123588098958116e-19,2.6550115947988598e-20,2.655011594798747e-20,2.655011594796041e-20,2.655011594797059e-20
