physics_orbit_id,frequency_i,frequency_j,x_i,x_j,width_i,width_j,mu_id,mu_label,mu,edge_multiplicity,Q_SI,DeltaE_SI,p_parallel_over_sigma,required_speed_over_c,active,background_lane,max_fractional_detuning
1663,4,22,-5.0,4.0,0.5,0.5,4,-1/2,-0.5,48,9.440518089129493e-27,3.451301901106355e-22,7.3479884511899325,0.00012193627149041964,True,series_v0_8,0.00011733547708931178
1664,4,22,-5.0,4.0,0.5,0.5,5,-1/3,-0.3333333333333333,24,8.900605819922726e-27,3.451301901106355e-22,7.793785501588074,0.0001293340553231056,True,series_v0_8,0.00011733547708931178
1665,4,22,-5.0,4.0,0.5,0.5,6,0,0.0,192,7.708150770617072e-27,3.451301901106355e-22,8.999642594444577,0.00014934466350926675,True,series_v0_8,0.00011733547708931178
1666,4,22,-5.0,4.0,0.5,0.5,7,1/3,0.3333333333333333,24,6.29367878458115e-27,3.451301901106355e-22,11.022455034499348,0.00018291224578068056,True,series_v0_8,0.00011733547708931178
1667,4,22,-5.0,4.0,0.5,0.5,8,1/2,0.5,48,5.4504857411012465e-27,3.451301901106355e-22,12.727743801619939,0.00021121067812831252,True,series_v0_8,0.00011733547708931178
1668,4,22,-5.0,4.0,0.5,0.5,9,1/sqrt(3),0.5773502691896258,48,5.011185804497713e-27,3.451301901106355e-22,13.843562145957845,0.00022972713735697992,True,series_v0_8,0.00011733547708931178
1669,4,22,-5.0,4.0,0.5,0.5,10,1/sqrt(2),0.7071067811865475,48,4.1716212487214006e-27,3.451301901106355e-22,16.62977556505019,0.0002759629851890049,True,series_v0_8,0.00011733547708931178
1670,4,22,-5.0,4.0,0.5,0.5,11,sqrt(2/3),0.816496580927726,48,3.301963761436486e-27,3.451301901106355e-22,21.009774923989305,0.00034864693053094064,True,series_v0_8,0.00011733547708931178
1671,4,22,-5.0,4.0,0.5,0.5,12,1,1.0,26,1.1512303967262378e-30,3.451301901106355e-22,60260.891661540634,0.9999999992795922,False,series_v0_8,0.00011733547708931178
1672,4,23,-5.0,4.5,0.5,0.5,0,-1,-1.0,26,1.0901035257077905e-26,3.643040895613736e-22,6.716899133128586,0.00011146365317684968,True,series_v0_8,0.00011733547708931178
1673,4,23,-5.0,4.5,0.5,0.5,1,-sqrt(2/3),-0.816496580927726,48,1.0388911319055202e-26,3.643040895613736e-22,7.048073355048609,0.0001169593272790768,True,series_v0_8,0.00011733547708931178
1674,4,23,-5.0,4.5,0.5,0.5,2,-1/sqrt(2),-0.7071067811865475,48,1.0071243367934444e-26,3.643040895613736e-22,7.270422996610735,0.00012064911074014446,True,series_v0_8,0.00011733547708931178
1675,4,23,-5.0,4.5,0.5,0.5,3,-1/sqrt(3),-0.5773502691896258,48,9.680924191190115e-27,3.643040895613736e-22,7.563602497567972,0.00012551428104649656,True,series_v0_8,0.00011733547708931178
1676,4,23,-5.0,4.5,0.5,0.5,4,-1/2,-0.5,48,9.440573479731614e-27,3.643040895613736e-22,7.756196014371613,0.000128710276182888,True,series_v0_8,0.00011733547708931178
1677,4,23,-5.0,4.5,0.5,0.5,5,-1/3,-0.3333333333333333,24,8.900658043627861e-27,3.643040895613736e-22,8.226755004790615,0.0001365189722891941,True,series_v0_8,0.00011733547708931178
1678,4,23,-5.0,4.5,0.5,0.5,6,0,0.0,192,7.708196000126634e-27,3.643040895613736e-22,9.499592709380984,0.00015764109093991682,True,series_v0_8,0.00011733547708931178
1679,4,23,-5.0,4.5,0.5,0.5,7,1/3,0.3333333333333333,24,6.2937157183288135e-27,3.643040895613736e-22,11.63476636400473,0.00019307325256603242,True,series_v0_8,0.00011733547708931178
1680,4,23,-5.0,4.5,0.5,0.5,8,1/2,0.5,48,5.450517730135792e-27,3.643040895613736e-22,13.434780011597956,0.0002229435979370631,True,series_v0_8,0.00011733547708931178
1681,4,23,-5.0,4.5,0.5,0.5,9,1/sqrt(3),0.5773502691896258,48,5.0112152176060586e-27,3.643040895613736e-22,14.612579879236398,0.00024248861020480616,True,series_v0_8,0.00011733547708931178
1682,4,23,-5.0,4.5,0.5,0.5,10,1/sqrt(2),0.7071067811865475,48,4.171645739582037e-27,3.643040895613736e-22,17.553562846687957,0.00029129278293180594,True,series_v0_8,0.00011733547708931178
1683,4,23,-5.0,4.5,0.5,0.5,11,sqrt(2/3),0.816496580927726,48,3.301983155248252e-27,3.643040895613736e-22,22.1768654023506,0.00036801422572589984,True,series_v0_8,0.00011733547708931178
1684,4,23,-5.0,4.5,0.5,0.5,12,1,1.0,26,1.2151876410726237e-30,3.643040895613736e-22,60260.89165740469,0.999999999210958,False,series_v0_8,0.00011733547708931178
1685,4,24,-5.0,5.0,0.5,0.5,0,-1,-1.0,26,1.090109921432212e-26,3.834779890121117e-22,7.070413105769881,0.00011733004450693747,True,series_v0_8,0.00011734634097908873
1686,4,24,-5.0,5.0,0.5,0.5,1,-sqrt(2/3),-0.816496580927726,48,1.038897227233177e-26,3.834779890121117e-22,7.419013885764185,0.0001231149038100674,True,series_v0_8,0.00011734634097908873
1687,4,24,-5.0,5.0,0.5,0.5,2,-1/sqrt(2),-0.7071067811865475,48,1.0071302457883136e-26,3.834779890121117e-22,7.653063762611572,0.0001269988469484022,True,series_v0_8,0.00011734634097908873
1688,4,24,-5.0,5.0,0.5,0.5,3,-1/sqrt(3),-0.5773502691896258,48,9.680980991686289e-27,3.834779890121117e-22,7.961670719001256,0.00013212002832588117,True,series_v0_8,0.00011734634097908873
1689,4,24,-5.0,5.0,0.5,0.5,4,-1/2,-0.5,48,9.440628870442036e-27,3.834779890121117e-22,8.164398787341673,0.00013548420138413935,True,series_v0_8,0.00011734634097908873
1690,4,24,-5.0,5.0,0.5,0.5,5,-1/3,-0.3333333333333333,24,8.900710267486155e-27,3.834779890121117e-22,8.659719427064918,0.00014370380493976566,True,series_v0_8,0.00011734634097908873
1691,4,24,-5.0,5.0,0.5,0.5,6,0,0.0,192,7.708241229901474e-27,3.834779890121117e-22,9.999536956876453,0.00016593742100325665,True,series_v0_8,0.00011734634097908873
1692,4,24,-5.0,5.0,0.5,0.5,7,1/3,0.3333333333333333,24,6.293752652509673e-27,3.834779890121117e-22,12.247070506190777,0.00020323414008133813,True,series_v0_8,0.00011734634097908873
1693,4,24,-5.0,5.0,0.5,0.5,8,1/2,0.5,48,5.4505497197330765e-27,3.834779890121117e-22,14.14180792098751,0.00023467638000161127,True,series_v0_8,0.00011734634097908873
1694,4,24,-5.0,5.0,0.5,0.5,9,1/sqrt(3),0.5773502691896258,48,5.011244631358036e-27,3.834779890121117e-22,15.381588583160426,0.00025524993321491386,True,series_v0_8,0.00011734634097908873
1695,4,24,-5.0,5.0,0.5,0.5,10,1/sqrt(2),0.7071067811865475,48,4.171670231279443e-27,3.834779890121117e-22,18.47733927795875,0.00030662240061807836,True,series_v0_8,0.00011734634097908873
1696,4,24,-5.0,5.0,0.5,0.5,11,sqrt(2/3),0.816496580927726,48,3.3020025501849134e-27,3.834779890121117e-22,23.343942163300902,0.0003873812932871383,True,series_v0_8,0.00011734634097908873
1697,4,24,-5.0,5.0,0.5,0.5,12,1,1.0,26,1.279144884136606e-30,3.834779890121117e-22,60260.89171409635,1.0000000001517284,False,series_v0_8,0.00011734634097908873
1698,4,25,-5.0,5.625,0.5,0.75,0,-1,-1.0,26,1.0901179160877391e-26,4.074453633251202e-22,7.512299738249451,0.00012466293686842322,True,series_v0_8,0.0001320139546082117
1699,4,25,-5.0,5.625,0.5,0.75,1,-sqrt(2/3),-0.816496580927726,48,1.0389048463978265e-26,4.074453633251202e-22,7.882683428172303,0.0001308092728990334,True,series_v0_8,0.0001320139546082117
1700,4,25,-5.0,5.625,0.5,0.75,2,-1/sqrt(2),-0.7071067811865475,48,1.0071376320402624e-26,4.074453633251202e-22,8.131358405978906,0.00013493591242876615,True,series_v0_8,0.0001320139546082117
1701,4,25,-5.0,5.625,0.5,0.75,3,-1/sqrt(3),-0.5773502691896258,48,9.681051992432043e-27,4.074453633251202e-22,8.45924942697164,0.00014037710341873922,True,series_v0_8,0.0001320139546082117
1702,4,25,-5.0,5.625,0.5,0.75,4,-1/2,-0.5,48,9.440698108982355e-27,4.074453633251202e-22,8.674645517417389,0.00014395149610280973,True,series_v0_8,0.0001320139546082117
1703,4,25,-5.0,5.625,0.5,0.75,5,-1/3,-0.3333333333333333,24,8.900775547524393e-27,4.074453633251202e-22,9.200917809945315,0.00015268472718582522,True,series_v0_8,0.0001320139546082117
1704,4,25,-5.0,5.625,0.5,0.75,6,0,0.0,192,7.70829776749306e-27,4.074453633251202e-22,10.6244590152249,0.0001763076966607787,True,series_v0_8,0.0001320139546082117
1705,4,25,-5.0,5.625,0.5,0.75,7,1/3,0.3333333333333333,24,6.293798820844917e-27,4.074453633251202e-22,13.012440576742469,0.00021593508175175125,True,series_v0_8,0.0001320139546082117
1706,4,25,-5.0,5.625,0.5,0.75,8,1/2,0.5,48,5.450589707521015e-27,4.074453633251202e-22,15.025581134895736,0.0002493421638774179,True,series_v0_8,0.0001320139546082117
1707,4,25,-5.0,5.625,0.5,0.75,9,1/sqrt(3),0.5773502691896258,48,5.0112813994530976e-27,4.074453633251202e-22,16.342836765309915,0.00027120137626451086,True,series_v0_8,0.0001320139546082117
1708,4,25,-5.0,5.625,0.5,0.75,10,1/sqrt(2),0.7071067811865475,48,4.1717008470778855e-27,4.074453633251202e-22,19.63204455814312,0.00032578416951187423,True,series_v0_8,0.0001320139546082117
1709,4,25,-5.0,5.625,0.5,0.75,11,sqrt(2/3),0.816496580927726,48,3.3020267954375954e-27,4.074453633251202e-22,24.802768822905715,0.00041158980760430875,True,series_v0_8,0.0001320139546082117
1710,4,25,-5.0,5.625,0.5,0.75,12,1,1.0,26,1.3590914390947885e-30,4.074453633251202e-22,60260.891727372284,1.000000000372036,False,series_v0_8,0.0001320139546082117
1711,4,26,-5.0,6.5,0.5,1.0,0,-1,-1.0,26,1.090129108605477e-26,4.409996873636634e-22,8.13093013512893,0.00013492880548365033,True,series_v0_8,0.00015254861368918662
1712,4,26,-5.0,6.5,0.5,1.0,1,-sqrt(2/3),-0.816496580927726,48,1.0389155132378169e-26,4.409996873636634e-22,8.53180936197843,0.00014158120002192353,True,series_v0_8,0.00015254861368918662
1713,4,26,-5.0,6.5,0.5,1.0,2,-1/sqrt(2),-0.7071067811865475,48,1.0071479728086e-26,4.409996873636634e-22,8.800959120585174,0.00014604760851658275,True,series_v0_8,0.00015254861368918662
1714,4,26,-5.0,6.5,0.5,1.0,3,-1/sqrt(3),-0.5773502691896258,48,9.681151393710428e-27,4.409996873636634e-22,9.15584735660273,0.00015193680507469455,True,series_v0_8,0.00015254861368918662
1715,4,26,-5.0,6.5,0.5,1.0,4,-1/2,-0.5,48,9.440795043223074e-27,4.409996873636634e-22,9.388978365670711,0.00015580550005201793,True,series_v0_8,0.00015254861368918662
1716,4,26,-5.0,6.5,0.5,1.0,5,-1/3,-0.3333333333333333,24,8.900866939979951e-27,4.409996873636634e-22,9.958582208974308,0.0001652577970092629,True,series_v0_8,0.00015254861368918662
1717,4,26,-5.0,6.5,0.5,1.0,6,0,0.0,192,7.708376920817606e-27,4.409996873636634e-22,11.499334495216718,0.0001908258269977035,True,series_v0_8,0.00015254861368918662
1718,4,26,-5.0,6.5,0.5,1.0,7,1/3,0.3333333333333333,24,6.2938634576513474e-27,4.409996873636634e-22,14.083939808812918,0.00023371608700664662,True,series_v0_8,0.00015254861368918662
1719,4,26,-5.0,6.5,0.5,1.0,8,1/2,0.5,48,5.4506456919012545e-27,4.409996873636634e-22,16.262841844872906,0.0002698738997175543,True,series_v0_8,0.00015254861368918662
1720,4,26,-5.0,6.5,0.5,1.0,9,1/sqrt(3),0.5773502691896258,48,5.011332876475647e-27,4.409996873636634e-22,17.688560517406085,0.00029353300319570613,True,series_v0_8,0.00015254861368918662
1721,4,26,-5.0,6.5,0.5,1.0,10,1/sqrt(2),0.7071067811865475,48,4.171743711392131e-27,4.409996873636634e-22,21.24860346589044,0.00035261017327667496,True,series_v0_8,0.00015254861368918662
1722,4,26,-5.0,6.5,0.5,1.0,11,sqrt(2/3),0.816496580927726,48,3.302060741744076e-27,4.409996873636634e-22,26.84509013213684,0.0004454811300100682,True,series_v0_8,0.00015254861368918662
1723,4,26,-5.0,6.5,0.5,1.0,12,1,1.0,26,1.4710166147847861e-30,4.409996873636634e-22,60260.89179484524,1.0000000014917168,False,series_v0_8,0.00015254861368918662
1724,4,27,-5.0,7.625,0.5,1.25,0,-1,-1.0,26,1.0901434989854257e-26,4.8414096112741005e-22,8.926293408379122,0.0001481274696711041,True,series_v0_8,0.0001789503182218107
1725,4,27,-5.0,7.625,0.5,1.25,1,-sqrt(2/3),-0.816496580927726,48,1.0389292277626275e-26,4.8414096112741005e-22,9.366380262177364,0.00015543049558636895,True,series_v0_8,0.0001789503182218107
1726,4,27,-5.0,7.625,0.5,1.25,2,-1/sqrt(2),-0.7071067811865475,48,1.0071612681089356e-26,4.8414096112741005e-22,9.66185412087813,0.0001603337396363816,True,series_v0_8,0.0001789503182218107
1727,4,27,-5.0,7.625,0.5,1.25,3,-1/sqrt(3),-0.5773502691896258,48,9.681279195755763e-27,4.8414096112741005e-22,10.051452246914073,0.00016679892982877828,True,series_v0_8,0.0001789503182218107
1728,4,27,-5.0,7.625,0.5,1.25,4,-1/2,-0.5,48,9.44091967344845e-27,4.8414096112741005e-22,10.307384758788201,0.00017104600458378217,True,series_v0_8,0.0001789503182218107
1729,4,27,-5.0,7.625,0.5,1.25,5,-1/3,-0.3333333333333333,24,8.90098444525483e-27,4.8414096112741005e-22,10.932699287661674,0.00018142279309755178,True,series_v0_8,0.0001789503182218107
1730,4,27,-5.0,7.625,0.5,1.25,6,0,0.0,192,7.708478690571397e-27,4.8414096112741005e-22,12.624147995545604,0.0002094915564368919,True,series_v0_8,0.0001789503182218107
1731,4,27,-5.0,7.625,0.5,1.25,7,1/3,0.3333333333333333,24,6.293946564065999e-27,4.8414096112741005e-22,15.461549335680097,0.00025657684276200743,True,series_v0_8,0.0001789503182218107
1732,4,27,-5.0,7.625,0.5,1.25,8,1/2,0.5,48,5.45071767435084e-27,4.8414096112741005e-22,17.853568260827117,0.00029627122592611204,True,series_v0_8,0.0001789503182218107
1733,4,27,-5.0,7.625,0.5,1.25,9,1/sqrt(3),0.5773502691896258,48,5.011399064115057e-27,4.8414096112741005e-22,19.418736135428592,0.0003222444206518852,True,series_v0_8,0.0001789503182218107
1734,4,27,-5.0,7.625,0.5,1.25,10,1/sqrt(2),0.7071067811865475,48,4.171798826418492e-27,4.8414096112741005e-22,23.3269875137867,0.0003870999391777897,True,series_v0_8,0.0001789503182218107
1735,4,27,-5.0,7.625,0.5,1.25,11,sqrt(2/3),0.816496580927726,48,3.302104392056926e-27,4.8414096112741005e-22,29.4708700692518,0.0004890546627412333,True,series_v0_8,0.0001789503182218107
1736,4,27,-5.0,7.625,0.5,1.25,12,1,1.0,26,1.6149204144881672e-30,4.8414096112741005e-22,60260.89177874424,1.0000000012245285,False,series_v0_8,0.0001789503182218107
1737,4,28,-5.0,9.25,0.5,2.0,0,-1,-1.0,26,1.0901642850897961e-26,5.4645613434189475e-22,10.075114399378842,0.00016719159166625364,True,series_v0_8,0.00021708611365793592
1738,4,28,-5.0,9.25,0.5,2.0,1,-sqrt(2/3),-0.816496580927726,48,1.0389490376640759e-26,5.4645613434189475e-22,10.571832663825989,0.0001754343881200326,True,series_v0_8,0.00021708611365793592
1739,4,28,-5.0,9.25,0.5,2.0,2,-1/sqrt(2),-0.7071067811865475,48,1.0071804724847853e-26,5.4645613434189475e-22,10.905328995081458,0.00018096859649000365,True,series_v0_8,0.00021708611365793592
1740,4,28,-5.0,9.25,0.5,2.0,3,-1/sqrt(3),-0.5773502691896258,48,9.681463799507913e-27,5.4645613434189475e-22,11.345062010192072,0.00018826575062545216,True,series_v0_8,0.00021708611365793592
1741,4,28,-5.0,9.25,0.5,2.0,4,-1/2,-0.5,48,9.441099695852916e-27,5.4645613434189475e-22,11.633928962690966,0.00019305935630114038,True,series_v0_8,0.00021708611365793592
1742,4,28,-5.0,9.25,0.5,2.0,5,-1/3,-0.3333333333333333,24,8.90115417646501e-27,5.4645613434189475e-22,12.33971188336534,0.00020477147838738493,True,series_v0_8,0.00021708611365793592
1743,4,28,-5.0,9.25,0.5,2.0,6,0,0.0,192,7.708625693697511e-27,5.4645613434189475e-22,14.248826169923884,0.0002364522954570339,True,series_v0_8,0.00021708611365793592
1744,4,28,-5.0,9.25,0.5,2.0,7,1/3,0.3333333333333333,24,6.294066610536178e-27,5.4645613434189475e-22,17.451365526724242,0.00028959686843282894,True,series_v0_8,0.00021708611365793592
1745,4,28,-5.0,9.25,0.5,2.0,8,1/2,0.5,48,5.4508216540291276e-27,5.4645613434189475e-22,20.151210004198468,0.0003343994659564947,True,series_v0_8,0.00021708611365793592
1746,4,28,-5.0,9.25,0.5,2.0,9,1/sqrt(3),0.5773502691896258,48,5.011494674234889e-27,5.4645613434189475e-22,21.917797986871456,0.00036371512878011317,True,series_v0_8,0.00021708611365793592
1747,4,28,-5.0,9.25,0.5,2.0,10,1/sqrt(2),0.7071067811865475,48,4.171878444489885e-27,5.4645613434189475e-22,26.329000808593452,0.0004369168803127647,True,series_v0_8,0.00021708611365793592
1748,4,28,-5.0,9.25,0.5,2.0,11,sqrt(2/3),0.816496580927726,48,3.30216745256141e-27,5.4645613434189475e-22,33.26354065646531,0.0005519921746151536,True,series_v0_8,0.00021708611365793592
1749,4,28,-5.0,9.25,0.5,2.0,12,1,1.0,26,1.82278145783716e-30,5.4645613434189475e-22,60260.89178204429,1.0000000012792911,False,series_v0_8,0.00021708611365793592
1750,5,5,-4.5,-4.5,0.5,0.5,0,-1,-1.0,13,1.0899947983926223e-26,0.0,-0.0006545985537867959,1.0862742572609362e-08,True,series_v0_8,0.00010560138618581066
1751,5,5,-4.5,-4.5,0.5,0.5,1,-sqrt(2/3),-0.816496580927726,24,1.0387875118807942e-26,0.0,-0.0006238459155692375,1.0352417594875407e-08,True,series_v0_8,0.00010560138618581066
1752,5,5,-4.5,-4.5,0.5,0.5,2,-1/sqrt(2),-0.7071067811865475,24,1.00702388477871e-26,0.0,-0.0006047702058551094,1.0035865529772788e-08,True,series_v0_8,0.00010560138618581066
1753,5,5,-4.5,-4.5,0.5,0.5,3,-1/sqrt(3),-0.5773502691896258,24,9.679958596236488e-27,0.0,-0.0005813318473773147,9.646917443963626e-09,True,series_v0_8,0.00010560138618581066
1754,5,5,-4.5,-4.5,0.5,0.5,4,-1/2,-0.5,24,9.439631854009085e-27,0.0,-0.0005668989768599195,9.407411022650433e-09,True,series_v0_8,0.00010560138618581066
1755,5,5,-4.5,-4.5,0.5,0.5,5,-1/3,-0.3333333333333333,12,8.89977026116582e-27,0.0,-0.000534477481047153,8.869392170033593e-09,True,series_v0_8,0.00010560138618581066
1756,5,5,-4.5,-4.5,0.5,0.5,6,0,0.0,96,7.707427134014868e-27,0.0,-0.0004628710763375503,7.68111893537588e-09,True,series_v0_8,0.00010560138618581066
1757,5,5,-4.5,-4.5,0.5,0.5,7,1/3,0.3333333333333333,12,6.2930879026727235e-27,0.0,-0.00037793265123994634,6.271607348433623e-09,True,series_v0_8,0.00010560138618581066
1758,5,5,-4.5,-4.5,0.5,0.5,8,1/2,0.5,24,5.449973991963111e-27,0.0,-0.00032729927689339794,5.431371286304681e-09,True,series_v0_8,0.00010560138618581066
1759,5,5,-4.5,-4.5,0.5,0.5,9,1/sqrt(3),0.5773502691896258,24,5.01071528101973e-27,0.0,-0.00030091950725176183,4.993611922059033e-09,True,series_v0_8,0.00010560138618581066
1760,5,5,-4.5,-4.5,0.5,0.5,10,1/sqrt(2),0.7071067811865475,24,4.171229507089827e-27,0.0,-0.00025050402138435487,4.156991612584535e-09,True,series_v0_8,0.00010560138618581066
1761,5,5,-4.5,-4.5,0.5,0.5,11,sqrt(2/3),0.816496580927726,24,3.301653611199726e-27,0.0,-0.00019828146723116705,3.290383889471546e-09,True,series_v0_8,0.00010560138618581066
1762,5,6,-4.5,-4.0,0.5,0.5,0,-1,-1.0,26,1.0900011941170438e-26,1.9173899450738107e-23,0.3529340531326763,5.856767849714168e-06,True,series_v0_8,0.00010560138618581066
1763,5,6,-4.5,-4.0,0.5,0.5,1,-sqrt(2/3),-0.816496580927726,48,1.0387936071398152e-26,1.9173899450738107e-23,0.3703950459024067,6.1465244775321265e-06,True,series_v0_8,0.00010560138618581066
1764,5,6,-4.5,-4.0,0.5,0.5,2,-1/sqrt(2),-0.7071067811865475,48,1.0070297936605732e-26,1.9173899450738107e-23,0.382116829099186,6.341041731843116e-06,True,series_v0_8,0.00010560138618581066
1765,5,6,-4.5,-4.0,0.5,0.5,3,-1/sqrt(3),-0.5773502691896258,48,9.68001539503622e-27,1.9173899450738107e-23,0.39757098271077546,6.597495846184063e-06,True,series_v0_8,0.00010560138618581066
1766,5,6,-4.5,-4.0,0.5,0.5,4,-1/2,-0.5,48,9.439687242661498e-27,1.9173899450738107e-23,0.40772210859673774,6.765948811262373e-06,True,series_v0_8,0.00010560138618581066
1767,5,6,-4.5,-4.0,0.5,0.5,5,-1/3,-0.3333333333333333,24,8.899822482113652e-27,1.9173899450738107e-23,0.4325214118185508,7.1774811089129685e-06,True,series_v0_8,0.00010560138618581066
1768,5,6,-4.5,-4.0,0.5,0.5,6,0,0.0,192,7.70747235874864e-27,1.9173899450738107e-23,0.49958699834723136,8.290401688599116e-06,True,series_v0_8,0.00010560138618581066
1769,5,6,-4.5,-4.0,0.5,0.5,7,1/3,0.3333333333333333,24,6.2931248286215546e-27,1.9173899450738107e-23,0.6120555814635548,1.015676277178699e-05,True,series_v0_8,0.00010560138618581066
1770,5,6,-4.5,-4.0,0.5,0.5,8,1/2,0.5,48,5.4500059708666776e-27,1.9173899450738107e-23,0.7068500098209421,1.1729829908289321e-05,True,series_v0_8,0.00010560138618581066
1771,5,6,-4.5,-4.0,0.5,0.5,9,1/sqrt(3),0.5773502691896258,48,5.010744682540754e-27,1.9173899450738107e-23,0.7688702921278121,1.2759026134102424e-05,True,series_v0_8,0.00010560138618581066
1772,5,6,-4.5,-4.0,0.5,0.5,10,1/sqrt(2),0.7071067811865475,48,4.171253982886086e-27,1.9173899450738107e-23,0.9237211786411479,1.532870079592971e-05,True,series_v0_8,0.00010560138618581066
1773,5,6,-4.5,-4.0,0.5,0.5,11,sqrt(2/3),0.816496580927726,48,3.3016729847599695e-27,1.9173899450738107e-23,1.1671252485916128,1.9367872189911232e-05,True,series_v0_8,0.00010560138618581066
1774,5,6,-4.5,-4.0,0.5,0.5,12,1,1.0,26,6.395718852408288e-32,1.9173899450738107e-23,60260.94417924366,1.0000008707851664,False,series_v0_8,0.00010560138618581066
1775,5,7,-4.5,-3.5,0.5,0.5,0,-1,-1.0,26,1.0900075898414655e-26,3.8347798901144907e-23,0.7065185553821076,1.1724329584124562e-05,True,series_v0_8,0.00010560138618581066
1776,5,7,-4.5,-3.5,0.5,0.5,1,-sqrt(2/3),-0.816496580927726,48,1.038799702402449e-26,3.8347798901144907e-23,0.741409583731956,1.2303329120352476e-05,True,series_v0_8,0.00010560138618581066
1777,5,7,-4.5,-3.5,0.5,0.5,2,-1/sqrt(2),-0.7071067811865475,48,1.0070357025483846e-26,3.8347798901144907e-23,0.7648339370791627,1.2692044797875075e-05,True,series_v0_8,0.00010560138618581066
1778,5,7,-4.5,-3.5,0.5,0.5,3,-1/sqrt(3),-0.5773502691896258,48,9.680072193925253e-27,3.8347798901144907e-23,0.795718624856947,1.3204561073422417e-05,True,series_v0_8,0.00010560138618581066
1779,5,7,-4.5,-3.5,0.5,0.5,4,-1/2,-0.5,48,9.439742631422244e-27,3.8347798901144907e-23,0.8160063247990976,1.3541225523087092e-05,True,series_v0_8,0.00010560138618581066
1780,5,7,-4.5,-3.5,0.5,0.5,5,-1/3,-0.3333333333333333,24,8.899874703214688e-27,3.8347798901144907e-23,0.8655722190940517,1.4363747276293743e-05,True,series_v0_8,0.00010560138618581066
1781,5,7,-4.5,-3.5,0.5,0.5,6,0,0.0,192,7.70751758374777e-27,3.8347798901144907e-23,0.9996309995290102,1.6588387115533623e-05,True,series_v0_8,0.00010560138618581066
1782,5,7,-4.5,-3.5,0.5,0.5,7,1/3,0.3333333333333333,24,6.2931617550037136e-27,3.8347798901144907e-23,1.2244819084160516,2.0319677883482217e-05,True,series_v0_8,0.00010560138618581066
1783,5,7,-4.5,-3.5,0.5,0.5,8,1/2,0.5,48,5.450037950333153e-27,3.8347798901144907e-23,1.4140190198255587,2.34649534684754e-05,True,series_v0_8,0.00010560138618581066
1784,5,7,-4.5,-3.5,0.5,0.5,9,1/sqrt(3),0.5773502691896258,48,5.0107740847056076e-27,3.8347798901144907e-23,1.5380324770808385,2.552289608675708e-05,True,series_v0_8,0.00010560138618581066
1785,5,7,-4.5,-3.5,0.5,0.5,10,1/sqrt(2),0.7071067811865475,48,4.17127845951937e-27,3.8347798901144907e-23,1.8476820177459083,3.066137863993872e-05,True,series_v0_8,0.00010560138618581066
1786,5,7,-4.5,-3.5,0.5,0.5,11,sqrt(2/3),0.816496580927726,48,3.301692359445453e-27,3.8347798901144907e-23,2.3344350786704338,3.8738807419249625e-05,True,series_v0_8,0.00010560138618581066
1787,5,7,-4.5,-3.5,0.5,0.5,12,1,1.0,26,1.279144630446954e-31,3.8347798901144907e-23,60260.90366545786,1.0000001984787223,False,series_v0_8,0.00010560138618581066
1788,5,8,-4.5,-3.0,0.5,0.5,0,-1,-1.0,26,1.0900139855658872e-26,5.752169835188301e-23,1.0600989082797674,1.7591822462073424e-05,True,series_v0_8,0.00010560138618581066
1789,5,8,-4.5,-3.0,0.5,0.5,1,-sqrt(2/3),-0.816496580927726,48,1.0388057976686958e-26,5.752169835188301e-23,1.1124197676586707,1.846006151228653e-05,True,series_v0_8,0.00010560138618581066
1790,5,8,-4.5,-3.0,0.5,0.5,2,-1/sqrt(2),-0.7071067811865475,48,1.0070416114421449e-26,5.752169835188301e-23,1.147546553819578,1.9042973333984986e-05,True,series_v0_8,0.00010560138618581066
1791,5,8,-4.5,-3.0,0.5,0.5,3,-1/sqrt(3),-0.5773502691896258,48,9.680128992903583e-27,5.752169835188301e-23,1.1938615946761248,1.9811548765681426e-05,True,series_v0_8,0.00010560138618581066
1792,5,8,-4.5,-3.0,0.5,0.5,4,-1/2,-0.5,48,9.439798020291321e-27,5.752169835188301e-23,1.2242857497146138,2.0316422725851987e-05,True,series_v0_8,0.00010560138618581066
1793,5,8,-4.5,-3.0,0.5,0.5,5,-1/3,-0.3333333333333333,24,8.899926924468927e-27,5.752169835188301e-23,1.2986179444275148,2.1549929111334022e-05,True,series_v0_8,0.00010560138618581066
1794,5,8,-4.5,-3.0,0.5,0.5,6,0,0.0,192,7.707562809012255e-27,5.752169835188301e-23,1.4996691325379308,2.4886275163012027e-05,True,series_v0_8,0.00010560138618581066
1795,5,8,-4.5,-3.0,0.5,0.5,7,1/3,0.3333333333333333,24,6.293198681819194e-27,5.752169835188301e-23,1.836901048227423,3.048247372808859e-05,True,series_v0_8,0.00010560138618581066
1796,5,8,-4.5,-3.0,0.5,0.5,8,1/2,0.5,48,5.4500699303625286e-27,5.752169835188301e-23,2.121179730688368,3.5199939308465643e-05,True,series_v0_8,0.00010560138618581066
1797,5,8,-4.5,-3.0,0.5,0.5,9,1/sqrt(3),0.5773502691896258,48,5.0108034875142776e-27,5.752169835188301e-23,2.307185635240829,3.8286616244199935e-05,True,series_v0_8,0.00010560138618581066
1798,5,8,-4.5,-3.0,0.5,0.5,10,1/sqrt(2),0.7071067811865475,48,4.1713029369896644e-27,5.752169835188301e-23,2.771632012959508,4.5993876534882036e-05,True,series_v0_8,0.00010560138618581066
