physics_orbit_id,frequency_i,frequency_j,x_i,x_j,mu,q_dimensionless,delta_dimensionless,log_S_MJ_over_S_MB,S_MJ_over_S_MB,delta_even_residual,full_mean_amp2,amplitude_quad_change
1037,5,10,-1.5,1.0,-0.5773502691896258,1.9295759456094597e-08,6.373893532364865e-13,-2.1376713732479402e-09,0.9999999978623286,3.552713678800501e-15,261638957100.6446,1.2363844119764038e-14
1038,5,10,-1.5,1.0,-0.5,1.8816698832264513e-08,6.373893532364865e-13,-2.309199942374107e-09,0.9999999976908001,0.0,251778615701.06467,7.757310900139885e-15
1039,5,10,-1.5,1.0,-0.3333333333333333,1.774055379305788e-08,6.373893532364865e-13,-2.785427000162599e-09,0.999999997214573,3.552713678800501e-15,232077998418.51947,9.86228067706549e-15
1040,5,10,-1.5,1.0,0.0,1.536377026529789e-08,6.373893532364865e-13,-4.550283705384572e-09,0.9999999954497163,-3.552713678800501e-15,201699395164.06223,4.992975201070093e-15
1041,5,10,-1.5,1.0,0.3333333333333333,1.2544465897172456e-08,6.373893532364865e-13,-9.59271773126602e-09,0.9999999904072823,0.0,180221219085.7985,4.402683742097297e-15
1042,5,10,-1.5,1.0,0.5,1.0863826148533416e-08,6.373893532364865e-13,-1.6652130341299198e-08,0.9999999833478698,0.0,171692673929.79327,3.199416688417472e-15
1043,5,10,-1.5,1.0,0.5773502691896258,9.988220088796554e-09,6.373893532364865e-13,-2.3098682078170896e-08,0.9999999769013181,0.0,168114548355.73505,4.901268911191713e-15
1044,5,10,-1.5,1.0,0.7071067811865475,8.314812568396086e-09,6.373893532364865e-13,-4.753948701363697e-08,0.9999999524605141,0.0,162571176980.11356,1.3140278051940986e-15
1045,5,10,-1.5,1.0,0.816496580927726,6.5814242405783755e-09,6.373893532364865e-13,-1.2031226503950165e-07,0.9999998796877422,-3.552713678800501e-15,158286413035.73987,4.6271935850528406e-15
1047,5,11,-1.5,1.5,-1.0,2.172777974689037e-08,7.648672238846648e-13,-2.6074822301325185e-09,0.9999999973925178,0.0,86378006773206.9,4.884055742426081e-15
1048,5,11,-1.5,1.5,-0.816496580927726,2.0707021993740624e-08,7.648672238846648e-13,-3.051322750025065e-09,0.9999999969486772,0.0,532385801294.92633,1.4789153161296067e-14
1049,5,11,-1.5,1.5,-0.7071067811865475,2.007385099719926e-08,7.648672238846648e-13,-3.3866101034618623e-09,0.9999999966133899,0.0,421681199451.0588,1.1724135822715981e-14
1050,5,11,-1.5,1.5,-0.5773502691896258,1.9295872666834773e-08,7.648672238846648e-13,-3.878263044043706e-09,0.999999996121737,0.0,351182863598.637,9.906530946869078e-15
1051,5,11,-1.5,1.5,-0.5,1.8816809232526384e-08,7.648672238846648e-13,-4.2339358685694606e-09,0.9999999957660641,-3.552713678800501e-15,322933121339.74,9.072118362606228e-15
1052,5,11,-1.5,1.5,-0.3333333333333333,1.7740657879982734e-08,7.648672238846648e-13,-5.2214197410194174e-09,0.9999999947785803,0.0,279741103676.6105,7.854639865652736e-15
1053,5,11,-1.5,1.5,0.0,1.5363860408673356e-08,7.648672238846648e-13,-8.88093154571834e-09,0.9999999911190685,0.0,228478199172.5968,6.411306441072871e-15
1054,5,11,-1.5,1.5,0.3333333333333333,1.2544539501305248e-08,7.648672238846648e-13,-1.9336685141979615e-08,0.9999999806633151,0.0,197904349130.54672,5.5513323346688636e-15
1055,5,11,-1.5,1.5,0.5,1.0863889893638985e-08,7.648672238846648e-13,-3.3974732360775306e-08,0.9999999660252682,3.552713678800501e-15,186598703442.15985,5.2334902761138745e-15
1056,5,11,-1.5,1.5,0.5773502691896258,9.988278697538429e-09,7.648672238846648e-13,-4.734200231837349e-08,0.9999999526579988,0.0,181971035524.17267,5.031170708639415e-15
1057,5,11,-1.5,1.5,0.7071067811865475,8.314861361240094e-09,7.648672238846648e-13,-9.802125688906926e-08,0.9999999019787479,1.7763568394002505e-15,174926004304.28857,4.7104180573499725e-15
1058,5,11,-1.5,1.5,0.816496580927726,6.58146286665384e-09,7.648672238846648e-13,-2.4891933136927946e-07,0.9999997510806996,7.105427357601002e-15,169582604081.36743,4.318968204124149e-15
1060,5,12,-1.5,2.0,-1.0,2.1727907224761014e-08,8.923450945306406e-13,-4.390358299133368e-09,0.9999999956096417,-3.552713678800501e-15,1254096778.1422958,4.9429064524215446e-15
1061,5,12,-1.5,2.0,-0.816496580927726,2.0707143483247186e-08,8.923450945306406e-13,-5.212605458382313e-09,0.9999999947873945,-3.552713678800501e-15,269562013543.7573,1.3925041069503952e-14
1062,5,12,-1.5,2.0,-0.7071067811865475,2.007396877216539e-08,8.923450945306406e-13,-5.8337512598427566e-09,0.9999999941662487,0.0,275222504737.0753,1.2640695605810112e-14
1063,5,12,-1.5,2.0,-0.5773502691896258,1.9295985877752908e-08,8.923450945306406e-13,-6.744581781958914e-09,0.9999999932554182,0.0,261272015114.8651,8.526681290935741e-15
1064,5,12,-1.5,2.0,-0.5,1.8816919633004136e-08,8.923450945306406e-13,-7.403485824397649e-09,0.9999999925965142,-3.552713678800501e-15,251501107669.10944,9.950021411207336e-15
1065,5,12,-1.5,2.0,-0.3333333333333333,1.7740761967212906e-08,8.923450945306406e-13,-9.23288467902239e-09,0.9999999907671153,0.0,231918454460.75247,7.763664662053466e-15
1066,5,12,-1.5,2.0,0.0,1.5363950552577645e-08,8.923450945306406e-13,-1.6012421610867023e-08,0.9999999839875785,0.0,201648114791.07373,8.172400820396606e-15
1067,5,12,-1.5,2.0,0.3333333333333333,1.2544613106301597e-08,8.923450945306406e-13,-3.538253778856415e-08,0.9999999646174629,3.552713678800501e-15,180221793502.8561,5.0800035109820986e-15
1068,5,12,-1.5,2.0,0.5,1.0863953639866349e-08,8.923450945306406e-13,-6.250069617408371e-08,0.9999999374993058,0.0,171714162150.58432,4.798524472619897e-15
1069,5,12,-1.5,2.0,0.5773502691896258,9.98833730756336e-09,8.923450945306406e-13,-8.726462574770721e-08,0.999999912735378,-1.7763568394002505e-15,168146728582.4763,3.629874738839307e-15
1070,5,12,-1.5,2.0,0.7071067811865475,8.314910155752172e-09,8.923450945306406e-13,-1.8115200006718624e-07,0.9999998188480164,0.0,162627136375.11075,4.128380624014679e-15
1071,5,12,-1.5,2.0,0.816496580927726,6.581501494971744e-09,8.923450945306406e-13,-4.607027683789511e-07,0.9999995392973378,0.0,158380344687.41827,4.431763917803617e-15
1073,5,13,-1.5,2.5,-1.0,2.1728034702631666e-08,1.0198229651788188e-12,-7.125091627813163e-09,0.9999999928749084,0.0,314041479.9477503,5.124563192108584e-15
1074,5,13,-1.5,2.5,-0.816496580927726,2.070726497282575e-08,1.0198229651788188e-12,-8.527774042477176e-09,0.999999991472226,0.0,35365977843.2949,1.2080709195801364e-14
1075,5,13,-1.5,2.5,-0.7071067811865475,2.007408654725006e-08,1.0198229651788188e-12,-9.587402871602535e-09,0.9999999904125971,0.0,76813224525.61824,1.3706708080733652e-14
1076,5,13,-1.5,2.5,-0.5773502691896258,1.9296099088849003e-08,1.0198229651788188e-12,-1.114119640988065e-08,0.9999999888588037,3.552713678800501e-15,107800757886.5022,6.369579595492578e-15
1077,5,13,-1.5,2.5,-0.5,1.881703003369778e-08,1.0198229651788188e-12,-1.2265235938002661e-08,0.9999999877347642,-3.552713678800501e-15,118975048823.26048,9.618900693939112e-15
1078,5,13,-1.5,2.5,-0.3333333333333333,1.7740866054748388e-08,1.0198229651788188e-12,-1.538603555673035e-08,0.9999999846139646,0.0,132265857842.71384,6.921872043794663e-15
1079,5,13,-1.5,2.5,0.0,1.5364040697010744e-08,1.0198229651788188e-12,-2.6951354925586202e-08,0.9999999730486454,3.552713678800501e-15,138670921166.35684,9.02294938694444e-15
1080,5,13,-1.5,2.5,0.3333333333333333,1.2544686712161497e-08,1.0198229651788188e-12,-5.99951377466823e-08,0.999999940004864,0.0,136107871095.16055,2.354269211135236e-15
1081,5,13,-1.5,2.5,0.5,1.0864017387215496e-08,1.0198229651788188e-12,-1.0625643298567411e-07,0.9999998937435727,-3.552713678800501e-15,133802521721.35356,1.1974160359242386e-14
1082,5,13,-1.5,2.5,0.5773502691896258,9.988395918871332e-09,1.0198229651788188e-12,-1.4850161988988475e-07,0.9999998514983911,-3.552713678800501e-15,132642918220.96504,5.751829523639149e-15
1083,5,13,-1.5,2.5,0.7071067811865475,8.314958951932294e-09,1.0198229651788188e-12,-3.0866557665376604e-07,0.999999691334471,-3.552713678800501e-15,130641813943.57558,2.4527719008165044e-15
1084,5,13,-1.5,2.5,0.816496580927726,6.581540125532054e-09,1.0198229651788188e-12,-7.855556312108547e-07,0.9999992144446773,-7.105427357601002e-15,128953467519.76614,2.366557387867234e-16
1086,5,14,-1.5,3.0,-1.0,2.1728162180502307e-08,1.1473008358247947e-12,-1.1102034846999231e-08,0.9999999888979653,0.0,139650671.71026343,4.908343128768609e-15
1087,5,14,-1.5,3.0,-0.816496580927726,2.0707386462476312e-08,1.1473008358247947e-12,-1.3348810057323135e-08,0.99999998665119,0.0,1359425165.480435,9.821386839612436e-15
1088,5,14,-1.5,3.0,-0.7071067811865475,2.007420432245327e-08,1.1473008358247947e-12,-1.5046087042946965e-08,0.9999999849539131,0.0,9284307306.699266,2.0132914588118948e-14
1089,5,14,-1.5,3.0,-0.5773502691896258,1.929621230012305e-08,1.1473008358247947e-12,-1.7534915741634904e-08,0.9999999824650844,-3.552713678800501e-15,24742601559.31265,1.3721598993006481e-14
1090,5,14,-1.5,3.0,-0.5,1.88171404346073e-08,1.1473008358247947e-12,-1.9335359979777422e-08,0.9999999806646402,0.0,34245344710.77491,3.341794890233429e-16
1091,5,14,-1.5,3.0,-0.3333333333333333,1.774097014258917e-08,1.1473008358247947e-12,-2.433416312896952e-08,0.9999999756658372,0.0,51926593000.56728,3.673163445927721e-15
1092,5,14,-1.5,3.0,0.0,1.5364130841972646e-08,1.1473008358247947e-12,-4.285913846047151e-08,0.9999999571408624,-3.552713678800501e-15,74321186951.68259,6.5698795999778585e-15
1093,5,14,-1.5,3.0,0.3333333333333333,1.2544760318884923e-08,1.1473008358247947e-12,-9.578764625928216e-08,0.9999999042123583,0.0,85257176493.18468,1.6107629552273277e-15
1094,5,14,-1.5,3.0,0.5,1.0864081135686401e-08,1.1473008358247947e-12,-1.6988755291436064e-07,0.9999998301124615,3.552713678800501e-15,88292144759.2083,5.184647774990858e-15
1095,5,14,-1.5,3.0,0.5773502691896258,9.988454531462313e-09,1.1473008358247947e-12,-2.3755458755658765e-07,0.9999997624454406,-7.105427357601002e-15,89335864266.32835,3.245247522576136e-15
1096,5,14,-1.5,3.0,0.7071067811865475,8.315007749780427e-09,1.1473008358247947e-12,-4.941002451630538e-07,0.9999995058998769,7.105427357601002e-15,90689653542.06293,2.0190337221331818e-15
1097,5,14,-1.5,3.0,0.816496580927726,6.581578758334725e-09,1.1473008358247947e-12,-1.2579679840030167e-06,0.9999987420328073,-7.105427357601002e-15,91541268337.26305,0.0
1099,5,15,-1.5,3.5,-1.0,2.1728289658372962e-08,1.274778706472973e-12,-1.6650236744908398e-08,0.9999999833497634,-3.552713678800501e-15,78575106.52472335,4.930698896579105e-15
1100,5,15,-1.5,3.5,-0.816496580927726,2.0707507952198875e-08,1.274778706472973e-12,-2.0074590878493836e-08,0.9999999799254093,0.0,103247528.78146067,3.030817190144604e-15
1101,5,15,-1.5,3.5,-0.7071067811865475,2.0074322097775023e-08,1.274778706472973e-12,-2.2661453158434597e-08,0.9999999773385471,-3.552713678800501e-15,565606517.0218741,1.3699636739689678e-14
1102,5,15,-1.5,3.5,-0.5773502691896258,1.9296325511575052e-08,1.274778706472973e-12,-2.6454728185854037e-08,0.9999999735452721,0.0,3220604403.550601,3.00558314484443e-14
1103,5,15,-1.5,3.5,-0.5,1.8817250835732703e-08,1.274778706472973e-12,-2.919882291507747e-08,0.9999999708011775,7.105427357601002e-15,6049028771.83081,1.2454936790338844e-14
1104,5,15,-1.5,3.5,-0.3333333333333333,1.7741074230735253e-08,1.274778706472973e-12,-3.681760674112411e-08,0.9999999631823939,-3.552713678800501e-15,14068254225.76018,5.423128135742618e-15
1105,5,15,-1.5,3.5,0.0,1.5364220987463342e-08,1.274778706472973e-12,-6.50519424993945e-08,0.9999999349480596,-1.7763568394002505e-15,31061432978.384457,6.631814201460063e-15
1106,5,15,-1.5,3.5,0.3333333333333333,1.2544833926471868e-08,1.274778706472973e-12,-1.457214473532531e-07,0.9999998542785633,3.552713678800501e-15,44304872747.70327,3.960649547917876e-15
1107,5,15,-1.5,3.5,0.5,1.0864144885279046e-08,1.274778706472973e-12,-2.5865875485919787e-07,0.9999997413412786,7.105427357601002e-15,49346210288.66124,1.2832591244382868e-14
1108,5,15,-1.5,3.5,0.5773502691896258,9.988513145336288e-09,1.274778706472973e-12,-3.6179157802962436e-07,0.9999996382084874,-3.552713678800501e-15,51378370369.44962,1.15825544710416e-14
1109,5,15,-1.5,3.5,0.7071067811865475,8.315056549296547e-09,1.274778706472973e-12,-7.527984813293642e-07,0.999999247201802,-7.105427357601002e-15,54409962397.2376,6.590365572223871e-15
1110,5,15,-1.5,3.5,0.816496580927726,6.581617393379721e-09,1.274778706472973e-12,-1.917026217768125e-06,0.9999980829756198,1.4210854715202004e-14,56664633578.62368,1.1175219993527587e-14
1112,5,16,-1.5,4.0,-1.0,2.1728417136243607e-08,1.4022565771189487e-12,-2.4137428056292265e-08,0.9999999758625723,0.0,50296384.89402037,5.036539720084869e-15
1113,5,16,-1.5,4.0,-0.816496580927726,2.0707629441993425e-08,1.4022565771189487e-12,-2.915090746569149e-08,0.999999970849093,3.552713678800501e-15,55591142.87739347,4.824885541224081e-15
1114,5,16,-1.5,4.0,-0.7071067811865475,2.007443987321531e-08,1.4022565771189487e-12,-3.2938238803126296e-08,0.9999999670617618,3.552713678800501e-15,69914979.1677997,1.0656629931966418e-15
1115,5,16,-1.5,4.0,-0.5773502691896258,1.9296438723205002e-08,1.4022565771189487e-12,-3.8491851483968276e-08,0.9999999615081493,0.0,283860986.4146732,2.4567460033177072e-14
1116,5,16,-1.5,4.0,-0.5,1.8817361237073982e-08,1.4022565771189487e-12,-4.250938445693464e-08,0.9999999574906164,0.0,696701013.2500151,5.3042666879947135e-15
1117,5,16,-1.5,4.0,-0.3333333333333333,1.774117831918663e-08,1.4022565771189487e-12,-5.366378275084571e-08,0.9999999463362187,3.552713678800501e-15,2660936721.8680034,4.659173595296133e-15
1118,5,16,-1.5,4.0,0.0,1.5364311133482818e-08,1.4022565771189487e-12,-9.500069175771841e-08,0.9999999049993128,5.329070518200751e-15,10140224910.955006,1.1097738987461876e-14
1119,5,16,-1.5,4.0,0.3333333333333333,1.2544907534922313e-08,1.4022565771189487e-12,-2.131061513921395e-07,0.9999997868938714,7.105427357601002e-15,19110931800.047523,6.587068128478799e-15
1120,5,16,-1.5,4.0,0.5,1.086420863599341e-08,1.4022565771189487e-12,-3.7845378031420296e-07,0.9999996215462913,1.4210854715202004e-14,23367768779.193653,3.591414338132026e-15
1121,5,16,-1.5,4.0,0.5773502691896258,9.988571760493227e-09,1.4022565771189487e-12,-5.294470106775861e-07,0.9999994705531294,0.0,25239578504.96906,7.859253979754334e-15
1122,5,16,-1.5,4.0,0.7071067811865475,8.315105350480618e-09,1.4022565771189487e-12,-1.1019067649442604e-06,0.9999988980938421,2.1316282072803006e-14,28219720080.729286,2.270997510930796e-14
1123,5,16,-1.5,4.0,0.816496580927726,6.5816560306669984e-09,1.4022565771189487e-12,-2.8064126027516068e-06,0.9999971935913352,-4.263256414560601e-14,30592608256.19473,7.481605818658941e-15
1125,6,6,-1.0,-1.0,-1.0,2.172726983540778e-08,0.0,-5.163336425084708e-10,0.9999999994836664,0.0,78704345.59120578,5.1119331367497215e-15
1126,6,6,-1.0,-1.0,-0.816496580927726,2.0706536036290365e-08,0.0,-5.163336425084708e-10,0.9999999994836664,0.0,103545941.67506751,1.5829956295794857e-15
1127,6,6,-1.0,-1.0,-0.7071067811865475,2.0073379898283128e-08,0.0,-5.163336425084708e-10,0.9999999994836664,0.0,569398265.5025367,1.7586250132721935e-14
1128,6,6,-1.0,-1.0,-0.5773502691896258,1.9295419824585915e-08,0.0,-5.163336425084708e-10,0.9999999994836664,0.0,3235528183.321648,3.537008843213445e-14
1129,6,6,-1.0,-1.0,-0.5,1.8816367632342477e-08,0.0,-5.163336425084708e-10,0.9999999994836664,0.0,6070889989.46018,1.5551880776646057e-14
1130,6,6,-1.0,-1.0,-0.3333333333333333,1.774024153350457e-08,0.0,-5.163336425084708e-10,0.9999999994836664,0.0,14098317242.713766,1.555824634935056e-14
1131,6,6,-1.0,-1.0,0.0,1.5363499837286768e-08,0.0,-5.163336425084708e-10,0.9999999994836664,0.0,31078095071.572155,1.1047097742496296e-15
1132,6,6,-1.0,-1.0,0.3333333333333333,1.2544245088228318e-08,0.0,-5.163336425084708e-10,0.9999999994836664,0.0,44283322949.96885,1.8951454916462865e-15
1133,6,6,-1.0,-1.0,0.5,1.086363491770389e-08,0.0,-5.163336425084708e-10,0.9999999994836664,0.0,49295759550.81571,2.7858197705816173e-15
1134,6,6,-1.0,-1.0,0.5773502691896258,9.98804426770315e-09,0.0,-5.163336425084708e-10,0.9999999994836664,0.0,51309938989.50772,9.070232309210451e-15
1135,6,6,-1.0,-1.0,0.7071067811865475,8.314666196536332e-09,0.0,-5.163336425084708e-10,0.9999999994836664,0.0,54296513087.21427,4.6369463749328076e-15
1136,6,6,-1.0,-1.0,0.816496580927726,6.581308371321722e-09,0.0,-5.163336425084708e-10,0.9999999994836664,0.0,56473364743.945335,5.1336943265556495e-15
1137,6,7,-1.0,-0.5,-1.0,2.172739731327843e-08,1.2747787064597572e-13,-5.17950127232325e-10,0.9999999994820499,-3.552713678800501e-15,139959932.6567125,4.89749746163598e-15
1138,6,7,-1.0,-0.5,-0.816496580927726,2.0706657525364904e-08,1.2747787064597572e-13,-5.182876350318111e-10,0.9999999994817124,0.0,1372979667.6155424,2.3442814877666278e-14
1139,6,7,-1.0,-0.5,-0.7071067811865475,2.007349767253794e-08,1.2747787064597572e-13,-5.185469831303635e-10,0.999999999481453,0.0,9342992969.59361,9.186637382249454e-15
1140,6,7,-1.0,-0.5,-0.5773502691896258,1.9295533034436233e-08,1.2747787064597572e-13,-5.18930676207674e-10,0.9999999994810693,-3.552713678800501e-15,24839795996.70134,1.8735784563933332e-14
1141,6,7,-1.0,-0.5,-0.5,1.881647803152483e-08,1.2747787064597572e-13,-5.192042351609416e-10,0.9999999994807958,-3.552713678800501e-15,34350474169.408478,4.553142035806672e-15
1142,6,7,-1.0,-0.5,-0.3333333333333333,1.7740345618902767e-08,1.2747787064597572e-13,-5.199645158882049e-10,0.9999999994800355,0.0,52024095824.06128,5.5727444676397935e-15
1143,6,7,-1.0,-0.5,0.0,1.5363589978017986e-08,1.2747787064597572e-13,-5.227853705491725e-10,0.9999999994772146,3.552713678800501e-15,74367425902.9938,1.169532178909915e-14
1144,6,7,-1.0,-0.5,0.3333333333333333,1.2544318688043072e-08,1.2747787064597572e-13,-5.308571360274073e-10,0.9999999994691429,0.0,85245138177.45657,8.949946817339578e-15
1145,6,7,-1.0,-0.5,0.5,1.0863698657200162e-08,1.2747787064597572e-13,-5.42151212812314e-10,0.9999999994578488,-3.552713678800501e-15,88246618624.46954,6.916430023198171e-15
1146,6,7,-1.0,-0.5,0.5773502691896258,9.988102870029381e-09,1.2747787064597572e-13,-5.524682933355507e-10,0.9999999994475317,0.0,89271219203.35712,5.640564154449948e-15
1147,6,7,-1.0,-0.5,0.7071067811865475,8.31471498103953e-09,1.2747787064597572e-13,-5.915730127981078e-10,0.999999999408427,0.0,90579645965.59964,1.0444343337732732e-14
1148,6,7,-1.0,-0.5,0.816496580927726,6.5813469861843724e-09,1.2747787064597572e-13,-7.08016756334473e-10,0.9999999992919832,0.0,91355764861.2767,1.5032341064741081e-15
1150,6,8,-1.0,0.0,-1.0,2.1727524791149077e-08,2.5495574129415405e-13,-5.42151212812314e-10,0.9999999994578488,3.552713678800501e-15,315094393.95668703,5.1074390398604326e-15
1151,6,8,-1.0,0.0,-0.816496580927726,2.0706779014511455e-08,2.5495574129415405e-13,-5.476330500187032e-10,0.999999999452367,-3.552713678800501e-15,35642029575.86015,2.054938744274145e-14
1152,6,8,-1.0,0.0,-0.7071067811865475,2.0073615446911313e-08,2.5495574129415405e-13,-5.517719614545058e-10,0.999999999448228,-3.552713678800501e-15,77161073678.67563,1.1271887949413876e-14
1153,6,8,-1.0,0.0,-0.5773502691896258,1.9295646244464534e-08,2.5495574129415405e-13,-5.578399964178971e-10,0.99999999944216,3.552713678800501e-15,108104676659.11116,9.880379530139211e-16
1154,6,8,-1.0,0.0,-0.5,1.8816588430923095e-08,2.5495574129415405e-13,-5.622311505248945e-10,0.9999999994377688,3.552713678800501e-15,119238960819.63318,1.2796814864548516e-14
1155,6,8,-1.0,0.0,-0.3333333333333333,1.7740449704606306e-08,2.5495574129415405e-13,-5.744240638705378e-10,0.9999999994255759,0.0,132449571191.03111,3.571340070669334e-15
1156,6,8,-1.0,0.0,0.0,1.5363680119278066e-08,2.5495574129415405e-13,-6.196039237238438e-10,0.9999999993803961,-3.552713678800501e-15,138743885385.9284,1.1437722520786107e-14
1157,6,8,-1.0,0.0,0.3333333333333333,1.254439228872145e-08,2.5495574129415405e-13,-7.486953279567388e-10,0.9999999992513047,-3.552713678800501e-15,136110595024.91837,5.605290704851635e-15
1158,6,8,-1.0,0.0,0.5,1.086376239781832e-08,2.5495574129415405e-13,-9.294183200836414e-10,0.9999999990705817,3.552713678800501e-15,133773746746.71233,7.186041613663074e-15
1159,6,8,-1.0,0.0,0.5773502691896258,9.988161473638775e-09,2.5495574129415405e-13,-1.0944525286049611e-09,0.9999999989055475,3.552713678800501e-15,132597677753.0613,3.912578537696317e-15
1160,6,8,-1.0,0.0,0.7071067811865475,8.314763767210927e-09,2.5495574129415405e-13,-1.7201564617153053e-09,0.9999999982798435,0.0,130559776866.22977,1.1687205224112785e-15
1161,6,8,-1.0,0.0,0.816496580927726,6.581385603289636e-09,2.5495574129415405e-13,-3.583181751309894e-09,0.9999999964168182,0.0,128812929501.52412,7.344332013377635e-15
1163,6,9,-1.0,0.5,-1.0,2.172765226901972e-08,3.824336119423324e-13,-6.470344260378624e-10,0.9999999993529656,0.0,1262588174.2404184,5.098496696767266e-15
1164,6,9,-1.0,0.5,-0.816496580927726,2.0706900503730013e-08,3.824336119423324e-13,-6.747740144419367e-10,0.999999999325226,0.0,270656136873.2237,1.680035484565749e-14
1165,6,9,-1.0,0.5,-0.7071067811865475,2.007373322140324e-08,3.824336119423324e-13,-6.957314724331809e-10,0.9999999993042685,0.0,275870682138.45483,1.1726013276127969e-14
1166,6,9,-1.0,0.5,-0.5773502691896258,1.9295759454670804e-08,3.824336119423324e-13,-7.264588930411264e-10,0.9999999992735411,0.0,261657310982.07855,5.015169858811547e-15
1167,6,9,-1.0,0.5,-0.5,1.881669883053726e-08,3.824336119423324e-13,-7.486882225293812e-10,0.9999999992513118,0.0,251794320070.2464,9.57483342436955e-15
1168,6,9,-1.0,0.5,-0.3333333333333333,1.7740553790615176e-08,3.824336119423324e-13,-8.104059645575035e-10,0.999999999189594,0.0,232090218125.58508,1.0650702335017976e-14
1169,6,9,-1.0,0.5,0.0,1.5363770261067e-08,3.824336119423324e-13,-1.0391332239123585e-09,0.9999999989608668,0.0,201708842031.65945,1.0893253874587836e-14
1170,6,9,-1.0,0.5,0.3333333333333333,1.2544465890263443e-08,3.824336119423324e-13,-1.6926335888456379e-09,0.9999999983073664,0.0,180230720929.7157,3.725151379779587e-15
1171,6,9,-1.0,0.5,0.5,1.0863826139558343e-08,3.824336119423324e-13,-2.6075319681240217e-09,0.999999997392468,0.0,171703406014.78558,1.421874094792137e-15
1172,6,9,-1.0,0.5,0.5773502691896258,9.9882200785313e-09,3.824336119423324e-13,-3.4430094331128203e-09,0.9999999965569906,0.0,168126372441.08282,4.174861365791801e-15
1173,6,9,-1.0,0.5,0.7071067811865475,8.314812555050494e-09,3.824336119423324e-13,-6.610534342144092e-09,0.9999999933894657,-3.552713678800501e-15,162586428465.24802,7.88342725373271e-15
1174,6,9,-1.0,0.5,0.816496580927726,6.581424222637472e-09,3.824336119423324e-13,-1.6041887818118994e-08,0.9999999839581123,0.0,158308699882.5958,4.048224393860088e-15
1176,6,10,-1.0,1.0,-1.0,2.172777974689037e-08,5.099114825883081e-13,-9.294005565152474e-10,0.9999999990705994,0.0,84076113492981.4,4.83193124803412e-15
1177,6,10,-1.0,1.0,-0.816496580927726,2.0707021993020566e-08,5.099114825883081e-13,-1.0170708719670074e-09,0.9999999989829291,0.0,532385659508.13873,1.4674512471312288e-14
1178,6,10,-1.0,1.0,-0.7071067811865475,2.007385099601372e-08,5.099114825883081e-13,-1.0833005603672063e-09,0.9999999989166994,3.552713678800501e-15,421681129949.70667,1.1724137755084384e-14
1179,6,10,-1.0,1.0,-0.5773502691896258,1.9295872665055037e-08,5.099114825883081e-13,-1.1804175414908968e-09,0.9999999988195825,0.0,351182824249.90344,9.732733248844071e-15
1180,6,10,-1.0,1.0,-0.5,1.8816809230367323e-08,5.099114825883081e-13,-1.2506724544891767e-09,0.9999999987493275,3.552713678800501e-15,322933091192.9775,8.883116725983831e-15
1181,6,10,-1.0,1.0,-0.3333333333333333,1.774065787692937e-08,5.099114825883081e-13,-1.4457341990237182e-09,0.9999999985542658,0.0,279741084898.4214,7.854640392911408e-15
1182,6,10,-1.0,1.0,0.0,1.5363860403384773e-08,5.099114825883081e-13,-2.1686012985355774e-09,0.9999999978313987,0.0,228478190626.47504,6.277737791699742e-15
1183,6,10,-1.0,1.0,0.3333333333333333,1.2544539492669029e-08,5.099114825883081e-13,-4.2339358685694606e-09,0.9999999957660641,0.0,197904346775.2368,5.5513324007366815e-15
1184,6,10,-1.0,1.0,0.5,1.0863889882420207e-08,5.099114825883081e-13,-7.125400713903218e-09,0.9999999928745993,0.0,186598705267.3727,5.069943655393725e-15
1185,6,10,-1.0,1.0,0.5773502691896258,9.988278684706937e-09,5.099114825883081e-13,-9.765848574261327e-09,0.9999999902341514,0.0,181971040451.9194,5.031170572396115e-15
1186,6,10,-1.0,1.0,0.7071067811865475,8.314861344558202e-09,5.099114825883081e-13,-1.97765643861203e-08,0.9999999802234358,0.0,174926019629.6117,4.710417644668778e-15
1187,6,10,-1.0,1.0,0.816496580927726,6.5814628442278425e-09,5.099114825883081e-13,-4.958360122486738e-08,0.9999999504164,-7.105427357601002e-15,169582647893.63785,4.318967088303602e-15
1189,6,11,-1.0,1.5,-1.0,2.1727907224761018e-08,6.373893532364865e-13,-1.5247749729496718e-09,0.999999998475225,0.0,1253744231.9358163,4.944296371413311e-15
1190,6,11,-1.0,1.5,-0.816496580927726,2.0707143482383127e-08,6.373893532364865e-13,-1.7388117612426868e-09,0.9999999982611882,0.0,269505237301.7447,1.5286801429622272e-14
1191,6,11,-1.0,1.5,-0.7071067811865475,2.0073968770742746e-08,6.373893532364865e-13,-1.900502866192255e-09,0.9999999980994971,0.0,275183817265.168,1.2642472732681155e-14
1192,6,11,-1.0,1.5,-0.5773502691896258,1.929598587561724e-08,6.373893532364865e-13,-2.137600318974364e-09,0.9999999978623997,-3.552713678800501e-15,261244456779.86917,1.0163007206358415e-14
1193,6,11,-1.0,1.5,-0.5,1.8816919630413284e-08,6.373893532364865e-13,-2.309114677245816e-09,0.9999999976908853,0.0,251477524040.55612,1.1164485566699042e-14
1194,6,11,-1.0,1.5,-0.3333333333333333,1.7740761963548893e-08,6.373893532364865e-13,-2.785323971465914e-09,0.999999997214676,0.0,231900102506.00403,4.474330304460025e-15
