exterior_index,side,exterior_left,exterior_right,interior_index,interior_left,interior_right,S0_m^-3_s^-1,S1_m^-3_s^-1,S2_m^-3_s^-1,photon_delta_p0_weighted,photon_delta_ppar_weighted
9,blue,6.0,7.0,11,1.25,1.75,3.918130215204193e-09,-3.1161455366618016e-09,1.946736533186138e-09,2.3722121081783135e-39,-3.8343951030247273e-35
9,blue,6.0,7.0,12,1.75,2.25,1.2399700548420131e-08,-9.496159647494961e-09,5.470116850168791e-09,6.742756272357452e-39,-1.193553701628955e-34
9,blue,6.0,7.0,13,2.25,2.75,3.541116994478924e-08,-2.5838939650391983e-08,1.3392895351647011e-08,1.7074687692674114e-38,-3.3387915125115537e-34
9,blue,6.0,7.0,14,2.75,3.25,9.137193503375812e-08,-6.254267560967017e-08,2.8108044477888336e-08,3.843317721295415e-38,-8.390053972547117e-34
9,blue,6.0,7.0,15,3.25,3.75,2.135385694194405e-07,-1.338054941735632e-07,4.905883805300533e-08,7.667447161938281e-38,-1.8934213124411474e-33
9,blue,6.0,7.0,16,3.75,4.25,4.53958159241112e-07,-2.4983471374718317e-07,6.671072653389676e-08,1.3502839799267007e-37,-3.836495730926316e-33
10,blue,7.0,8.25,0,-4.25,-3.75,3.9811678024086574e-20,-3.754472394381756e-20,3.338025400395138e-20,5.632614998106615e-50,-4.216493962178094e-46
10,blue,7.0,8.25,1,-3.75,-3.25,4.835878325979228e-19,-4.539319273110709e-19,3.998027861419762e-19,6.538999197004251e-49,-5.11020327909303e-45
10,blue,7.0,8.25,2,-3.25,-2.75,5.414080809691439e-18,-5.05499832791868e-18,4.40445855487554e-18,6.982172413109407e-48,-5.706485882828548e-44
10,blue,7.0,8.25,3,-2.75,-2.25,5.540236244885113e-17,-5.141424349775063e-17,4.425006989234316e-17,6.798766447107997e-47,-5.822393489396531e-43
10,blue,7.0,8.25,4,-2.25,-1.75,5.153229157872953e-16,-4.74923199631396e-16,4.030453836056912e-16,6.002374016553079e-46,-5.3976961846303583e-42
10,blue,7.0,8.25,5,-1.75,-1.25,4.340325969786063e-15,-3.96845843425825e-15,3.3140603445949034e-15,4.7851686229526164e-45,-4.5290309296825854e-41
10,blue,7.0,8.25,6,-1.25,-0.75,3.301393757108518e-14,-2.991157782175615e-14,2.452022318296333e-14,3.4344502678573076e-44,-3.4300234043319657e-40
10,blue,7.0,8.25,7,-0.75,-0.25,2.263553250378399e-13,-2.029370702394307e-13,1.628230834731889e-13,2.214262308198347e-43,-2.3400546548845155e-39
10,blue,7.0,8.25,8,-0.25,0.25,1.3971447888567115e-12,-1.2373679018932914e-12,9.68209813977423e-13,1.2801492016149854e-42,-1.436069977791324e-38
10,blue,7.0,8.25,9,0.25,0.75,7.756773356740476e-12,-6.772026819167149e-12,5.145086818821337e-12,6.627550662313111e-42,-7.919678648592756e-38
10,blue,7.0,8.25,10,0.75,1.25,3.8716467647013016e-11,-3.3234685610625027e-11,2.4382683311375832e-11,3.06909869349477e-41,-3.922094640111208e-37
10,blue,7.0,8.25,11,1.25,1.75,1.7370080679233857e-10,-1.4613259502458042e-10,1.0280729911946286e-10,1.269992774695028e-40,-1.7434384796329282e-36
10,blue,7.0,8.25,12,1.75,2.25,7.005432649213398e-10,-5.752123941847798e-10,3.845682504247642e-10,4.691577101656701e-40,-6.954290262899254e-36
10,blue,7.0,8.25,13,2.25,2.75,2.5406826181666977e-09,-2.025052711616873e-09,1.2713244586622913e-09,1.545791187346852e-39,-2.4888489714348256e-35
10,blue,7.0,8.25,14,2.75,3.25,8.291640224970063e-09,-6.368702265023284e-09,3.6935973338867927e-09,4.537734428753835e-39,-7.991612723358889e-35
10,blue,7.0,8.25,15,3.25,3.75,2.4376839833809134e-08,-1.7860523562489378e-08,9.349411996844363e-09,1.1853180206119545e-38,-2.3024468695609635e-34
10,blue,7.0,8.25,16,3.75,4.25,6.46698904926307e-08,-4.453170305897995e-08,2.0320658268458256e-08,2.750658917864727e-38,-5.952841218774908e-34
11,blue,8.25,10.25,0,-4.25,-3.75,1.1460999308942584e-23,-1.0923572743359643e-23,9.921294943430358e-24,1.801659941068241e-53,-1.2201424748694306e-49
11,blue,8.25,10.25,1,-3.75,-3.25,2.0321280111598355e-22,-1.9298289404296508e-22,1.740023374155685e-22,3.0668918125260405e-52,-2.1596034843268592e-48
11,blue,8.25,10.25,2,-3.25,-2.75,3.2620016418469144e-21,-3.0852611834476417e-21,2.7592096331483694e-21,4.7184206482831907e-51,-3.459818078677836e-47
11,blue,8.25,10.25,3,-2.75,-2.25,4.724818936804432e-20,-4.448571569732517e-20,3.9421983784385886e-20,6.538355518944295e-50,-5.000335864967594e-46
11,blue,8.25,10.25,4,-2.25,-1.75,6.1605174025737205e-19,-5.7707898638508675e-19,5.061502883429243e-19,8.139671788006808e-49,-6.503690052623541e-45
11,blue,8.25,10.25,5,-1.75,-1.25,7.21817332362476e-18,-6.7226962174589164e-18,5.828183084946174e-18,9.08612886673212e-48,-7.599135320771889e-44
11,blue,8.25,10.25,6,-1.25,-0.75,7.590537008517509e-17,-7.023509833097398e-17,6.009084819579786e-17,9.081344506510623e-47,-7.966128699284945e-43
11,blue,8.25,10.25,7,-0.75,-0.25,7.157658262596161e-16,-6.573957927023271e-16,5.540404950527533e-16,8.117714657690084e-46,-7.485158256664301e-42
11,blue,8.25,10.25,8,-0.25,0.25,6.048802970291703e-15,-5.508537934461849e-15,4.563050489086518e-15,6.484177094095189e-45,-6.299988571627442e-41
11,blue,8.25,10.25,9,0.25,0.75,4.5795343064462845e-14,-4.1299662511120514e-14,3.3536960562370085e-14,4.625139308037097e-44,-4.747637986708395e-40
11,blue,8.25,10.25,10,0.75,1.25,3.105789852059549e-13,-2.7694338370314604e-13,2.1975587622480443e-13,2.944571117884464e-43,-3.202663118067926e-39
11,blue,8.25,10.25,11,1.25,1.75,1.8869058918659963e-12,-1.6605676746885452e-12,1.282583055455376e-12,1.6725404885167124e-42,-1.9337865220086462e-38
11,blue,8.25,10.25,12,1.75,2.25,1.027218736910538e-11,-8.901598422226113e-12,6.660159212927024e-12,8.473391910758266e-42,-1.0452008230152041e-37
11,blue,8.25,10.25,13,2.25,2.75,5.0129732522976334e-11,-4.2655178924995366e-11,3.0729565785197456e-11,3.8278881251615834e-41,-5.057917530225573e-37
11,blue,8.25,10.25,14,2.75,3.25,2.194397024303579e-10,-1.826905354893119e-10,1.2575767991683965e-10,1.5416717952214826e-40,-2.1921165267488673e-36
11,blue,8.25,10.25,15,3.25,3.75,8.623481968199799e-10,-6.992329806258357e-10,4.5535082295466187e-10,5.534334561354269e-40,-8.512634696273562e-36
11,blue,8.25,10.25,16,3.75,4.25,3.0455827655104163e-09,-2.390767913076098e-09,1.4534841210381336e-09,1.7704105217392954e-39,-2.963530691653007e-35
